25.0,'2404247020': -1, '2404247023': 0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
1275.0,'2404247020': -1, '2404247023': -3,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1300.0,'2404247020': -8, '2404247023': 1,'2404247020': 3, '2404247023': 0,'2404247020': 8, '2404247023': 0,
1325.0,'2404247020': -1, '2404247023': -4,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1350.0,'2404247020': -2, '2404247023': -5,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1375.0,'2404247020': -3, '2404247023': -3,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1400.0,'2404247020': -4, '2404247023': -6,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1425.0,'2404247020': -4, '2404247023': -8,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
1450.0,'2404247020': -3, '2404247023': -13,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 13,
1475.0,'2404247020': 2, '2404247023': -14,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 14,
1500.0,'2404247020': 0, '2404247023': -11,'2404247020': 3, '2404247023': 5,'2404247020': 7, '2404247023': 11,
1525.0,'2404247020': 3, '2404247023': -9,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 9,
1550.0,'2404247020': 2, '2404247023': -7,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 7,
1575.0,'2404247020': -1, '2404247023': -8,'2404247020': 3, '2404247023': 5,'2404247020': 8, '2404247023': 10,
1600.0,'2404247020': -4, '2404247023': -5,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 5,
1625.0,'2404247020': 4, '2404247023': -8,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
1650.0,'2404247020': 7, '2404247023': -9,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 9,
1675.0,'2404247020': 5, '2404247023': -11,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 11,
1700.0,'2404247020': 5, '2404247023': -10,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 10,
1725.0,'2404247020': 4, '2404247023': -13,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 13,
1750.0,'2404247020': -5, '2404247023': -7,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 7,
1775.0,'2404247020': -5, '2404247023': -8,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 8,
1800.0,'2404247020': 1, '2404247023': -10,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 10,
1825.0,'2404247020': -2, '2404247023': -7,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 7,
1850.0,'2404247020': -3, '2404247023': -6,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
1875.0,'2404247020': 1, '2404247023': -7,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
1900.0,'2404247020': -1, '2404247023': -4,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1925.0,'2404247020': -5, '2404247023': -7,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1950.0,'2404247020': -6, '2404247023': -7,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1975.0,'2404247020': -6, '2404247023': 0,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 6,
2000.0,'2404247020': -8, '2404247023': 2,'2404247020': 3, '2404247023': 1,'2404247020': 11, '2404247023': 5,
2025.0,'2404247020': -4, '2404247023': -4,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2050.0,'2404247020': -4, '2404247023': -6,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2075.0,'2404247020': -4, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2100.0,'2404247020': -6, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 5,
2125.0,'2404247020': -6, '2404247023': -6,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
2150.0,'2404247020': -5, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
2175.0,'2404247020': 2, '2404247023': -11,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 11,
2200.0,'2404247020': 5, '2404247023': -12,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 13,
2225.0,'2404247020': 3, '2404247023': -16,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 16,
2250.0,'2404247020': 4, '2404247023': -22,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 22,
2275.0,'2404247020': -4, '2404247023': -7,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 9,
2300.0,'2404247020': -3, '2404247023': -7,'2404247020': 3, '2404247023': 3,'2404247020': 3, '2404247023': 7,
2325.0,'2404247020': -6, '2404247023': -7,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 7,
2350.0,'2404247020': 0, '2404247023': -4,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
2375.0,'2404247020': 4, '2404247023': -5,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
2400.0,'2404247020': -3, '2404247023': -3,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 3,
2425.0,'2404247020': -4, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2450.0,'2404247020': -4, '2404247023': -2,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
2475.0,'2404247020': -1, '2404247023': -4,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
2500.0,'2404247020': -1, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
2525.0,'2404247020': 0, '2404247023': -6,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
2550.0,'2404247020': 1, '2404247023': -8,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 8,
2575.0,'2404247020': 0, '2404247023': -10,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 10,
2600.0,'2404247020': -2, '2404247023': -5,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2625.0,'2404247020': -5, '2404247023': -4,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2650.0,'2404247020': -2, '2404247023': -4,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2675.0,'2404247020': -3, '2404247023': -7,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 7,
2700.0,'2404247020': -4, '2404247023': -3,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2725.0,'2404247020': -1, '2404247023': -4,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2750.0,'2404247020': -1, '2404247023': -2,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2775.0,'2404247020': 3, '2404247023': -5,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2800.0,'2404247020': 2, '2404247023': -8,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
2825.0,'2404247020': -3, '2404247023': -1,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2850.0,'2404247020': -5, '2404247023': -4,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
2875.0,'2404247020': 2, '2404247023': -4,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 4,
2900.0,'2404247020': -2, '2404247023': -5,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 5,
2925.0,'2404247020': -1, '2404247023': -4,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
2950.0,'2404247020': 0, '2404247023': -3,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
2975.0,'2404247020': 0, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
3000.0,'2404247020': -4, '2404247023': 0,'2404247020': 3, '2404247023': 0,'2404247020': 4, '2404247023': 0,
3025.0,'2404247020': -5, '2404247023': -1,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3050.0,'2404247020': -3, '2404247023': 0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
3075.0,'2404247020': -1, '2404247023': -3,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
3100.0,'2404247020': -3, '2404247023': -4,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
3125.0,'2404247020': 0, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
3150.0,'2404247020': -1, '2404247023': -5,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 5,
3175.0,'2404247020': -2, '2404247023': -1,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
3200.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
3225.0,'2404247020': -2, '2404247023': -2,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
3250.0,'2404247020': -3, '2404247023': -1,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
3275.0,'2404247020': -3, '2404247023': -3,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
3300.0,'2404247020': -6, '2404247023': 0,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 1,
3325.0,'2404247020': 2, '2404247023': -6,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3350.0,'2404247020': -3, '2404247023': -4,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
3375.0,'2404247020': -6, '2404247023': -3,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
3400.0,'2404247020': 0, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
3425.0,'2404247020': 0, '2404247023': -6,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 6,
3450.0,'2404247020': -5, '2404247023': -1,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3475.0,'2404247020': -5, '2404247023': -2,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
3500.0,'2404247020': 3, '2404247023': -8,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 8,
3525.0,'2404247020': 7, '2404247023': -13,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 13,
3550.0,'2404247020': 8, '2404247023': -16,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 16,
3575.0,'2404247020': 6, '2404247023': -14,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 14,
3600.0,'2404247020': 8, '2404247023': -13,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 14,
