25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': 0, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': 2, '2404247023': -3,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
100.0,'2404247020': -1, '2404247023': -4,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
125.0,'2404247020': 4, '2404247023': -6,'2404247020': 2, '2404247023': 4,'2404247020': 2, '2404247023': 6,
150.0,'2404247020': 6, '2404247023': -9,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
175.0,'2404247020': -3, '2404247023': -1,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
200.0,'2404247020': -5, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
225.0,'2404247020': 2, '2404247023': -3,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
250.0,'2404247020': 4, '2404247023': -8,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
275.0,'2404247020': 6, '2404247023': -7,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 7,
300.0,'2404247020': 5, '2404247023': -9,'2404247020': 2, '2404247023': 5,'2404247020': 2, '2404247023': 9,
325.0,'2404247020': -5, '2404247023': -3,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
350.0,'2404247020': -6, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 5,
375.0,'2404247020': -6, '2404247023': -8,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
400.0,'2404247020': -6, '2404247023': -11,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 11,
425.0,'2404247020': -6, '2404247023': -13,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 13,
450.0,'2404247020': -2, '2404247023': -14,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 14,
475.0,'2404247020': -5, '2404247023': -12,'2404247020': 3, '2404247023': 3,'2404247020': 8, '2404247023': 12,
500.0,'2404247020': -6, '2404247023': -14,'2404247020': 3, '2404247023': 3,'2404247020': 9, '2404247023': 14,
525.0,'2404247020': -7, '2404247023': -13,'2404247020': 4, '2404247023': 4,'2404247020': 10, '2404247023': 13,
550.0,'2404247020': -3, '2404247023': -12,'2404247020': 2, '2404247023': 4,'2404247020': 6, '2404247023': 12,
575.0,'2404247020': -1, '2404247023': -12,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 12,
600.0,'2404247020': 0, '2404247023': -9,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 9,
625.0,'2404247020': -2, '2404247023': -9,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 9,
650.0,'2404247020': -1, '2404247023': -9,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 9,
675.0,'2404247020': -5, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
700.0,'2404247020': -8, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 8,
725.0,'2404247020': -9, '2404247023': -5,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 5,
750.0,'2404247020': -6, '2404247023': -8,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
775.0,'2404247020': 1, '2404247023': -14,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 14,
800.0,'2404247020': -4, '2404247023': -10,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 10,
825.0,'2404247020': -5, '2404247023': -7,'2404247020': 5, '2404247023': 3,'2404247020': 8, '2404247023': 7,
850.0,'2404247020': -8, '2404247023': -7,'2404247020': 5, '2404247023': 3,'2404247020': 8, '2404247023': 7,
875.0,'2404247020': -7, '2404247023': -2,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 2,
900.0,'2404247020': -4, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
925.0,'2404247020': -4, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
950.0,'2404247020': -1, '2404247023': -3,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
975.0,'2404247020': -2, '2404247023': -3,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1000.0,'2404247020': 1, '2404247023': -5,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1025.0,'2404247020': -6, '2404247023': -2,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 4,
1050.0,'2404247020': 0, '2404247023': -4,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
