25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -2, '2404247023': -1,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
75.0,'2404247020': -2, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
100.0,'2404247020': -5, '2404247023': 0,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 1,
125.0,'2404247020': -7, '2404247023': 0,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 1,
150.0,'2404247020': -2, '2404247023': -4,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
175.0,'2404247020': -3, '2404247023': -3,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
200.0,'2404247020': -4, '2404247023': -3,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
225.0,'2404247020': -4, '2404247023': -4,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 4,
250.0,'2404247020': -4, '2404247023': -4,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 4,
275.0,'2404247020': -5, '2404247023': -5,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
300.0,'2404247020': -5, '2404247023': -9,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 9,
325.0,'2404247020': -5, '2404247023': -10,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 10,
350.0,'2404247020': -5, '2404247023': -14,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 14,
375.0,'2404247020': -5, '2404247023': -15,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 15,
400.0,'2404247020': -5, '2404247023': -18,'2404247020': 2, '2404247023': 7,'2404247020': 5, '2404247023': 18,
425.0,'2404247020': -5, '2404247023': -20,'2404247020': 2, '2404247023': 8,'2404247020': 5, '2404247023': 20,
450.0,'2404247020': -5, '2404247023': -21,'2404247020': 2, '2404247023': 8,'2404247020': 5, '2404247023': 21,
475.0,'2404247020': -6, '2404247023': -22,'2404247020': 2, '2404247023': 8,'2404247020': 7, '2404247023': 22,
500.0,'2404247020': -8, '2404247023': -25,'2404247020': 4, '2404247023': 9,'2404247020': 9, '2404247023': 25,
525.0,'2404247020': -11, '2404247023': -25,'2404247020': 7, '2404247023': 10,'2404247020': 12, '2404247023': 25,
550.0,'2404247020': -13, '2404247023': -26,'2404247020': 9, '2404247023': 10,'2404247020': 14, '2404247023': 26,
575.0,'2404247020': -14, '2404247023': -28,'2404247020': 9, '2404247023': 12,'2404247020': 14, '2404247023': 28,
