25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -1, '2404247023': -2,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -2, '2404247023': -3,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
100.0,'2404247020': -5, '2404247023': -3,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
125.0,'2404247020': -4, '2404247023': -2,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
150.0,'2404247020': -4, '2404247023': -4,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
175.0,'2404247020': -4, '2404247023': -6,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
200.0,'2404247020': -5, '2404247023': -8,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 8,
225.0,'2404247020': 3, '2404247023': -12,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 12,
250.0,'2404247020': 1, '2404247023': -12,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 12,
275.0,'2404247020': 7, '2404247023': -7,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 7,
300.0,'2404247020': 3, '2404247023': -8,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 8,
325.0,'2404247020': 3, '2404247023': -9,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 9,
350.0,'2404247020': -5, '2404247023': -4,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
375.0,'2404247020': -1, '2404247023': -7,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 7,
400.0,'2404247020': -1, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
425.0,'2404247020': -1, '2404247023': -3,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
450.0,'2404247020': -3, '2404247023': -6,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
475.0,'2404247020': -1, '2404247023': -5,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
500.0,'2404247020': -3, '2404247023': -4,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
525.0,'2404247020': -3, '2404247023': -3,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 3,
550.0,'2404247020': -5, '2404247023': -5,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
575.0,'2404247020': 2, '2404247023': -7,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
600.0,'2404247020': 0, '2404247023': -6,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
625.0,'2404247020': -1, '2404247023': -7,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 7,
650.0,'2404247020': -4, '2404247023': -6,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 6,
675.0,'2404247020': -5, '2404247023': -7,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 7,
700.0,'2404247020': -5, '2404247023': -6,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 6,
725.0,'2404247020': -6, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
750.0,'2404247020': -6, '2404247023': -8,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
775.0,'2404247020': -1, '2404247023': -10,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 10,
800.0,'2404247020': -3, '2404247023': -8,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 10,
825.0,'2404247020': -7, '2404247023': -8,'2404247020': 4, '2404247023': 4,'2404247020': 9, '2404247023': 10,
850.0,'2404247020': 2, '2404247023': -14,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 14,
875.0,'2404247020': -4, '2404247023': -6,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
900.0,'2404247020': -4, '2404247023': -12,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 12,
925.0,'2404247020': -5, '2404247023': -9,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 9,
950.0,'2404247020': -5, '2404247023': -10,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 10,
975.0,'2404247020': 1, '2404247023': -11,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 11,
1000.0,'2404247020': 2, '2404247023': -12,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 12,
1025.0,'2404247020': 1, '2404247023': -12,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 12,
1050.0,'2404247020': -7, '2404247023': -6,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 6,
1075.0,'2404247020': -5, '2404247023': -6,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 6,
