25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -8.0, '2404247023': -15.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
75.0,'2404247020': -40.0, '2404247023': -13.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
100.0,'2404247020': -27.0, '2404247023': -27.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
125.0,'2404247020': -123.0, '2404247023': -40.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
150.0,'2404247020': -248.0, '2404247023': -118.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
175.0,'2404247020': -34.0, '2404247023': -56.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
200.0,'2404247020': -121.0, '2404247023': -111.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
225.0,'2404247020': -17.0, '2404247023': -277.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 8,
250.0,'2404247020': -19.0, '2404247023': -515.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 11,
275.0,'2404247020': -5.0, '2404247023': -384.0,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 6,
300.0,'2404247020': -20.0, '2404247023': -29.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
325.0,'2404247020': -63.0, '2404247023': -6.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
350.0,'2404247020': -209.0, '2404247023': -12.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 1,
375.0,'2404247020': -21.0, '2404247023': -33.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
400.0,'2404247020': -29.0, '2404247023': -125.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
425.0,'2404247020': -24.0, '2404247023': -268.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
450.0,'2404247020': -46.0, '2404247023': -105.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
475.0,'2404247020': -30.0, '2404247023': -205.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
500.0,'2404247020': -86.0, '2404247023': -305.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
525.0,'2404247020': -4.0, '2404247023': -149.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
550.0,'2404247020': -8.0, '2404247023': -64.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
575.0,'2404247020': -28.0, '2404247023': -67.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
600.0,'2404247020': 0, '2404247023': -182.0,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 7,
625.0,'2404247020': -24.0, '2404247023': -252.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
650.0,'2404247020': -5.0, '2404247023': -205.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 7,
675.0,'2404247020': -18.0, '2404247023': -291.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 10,
700.0,'2404247020': -43.0, '2404247023': -541.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 10,
725.0,'2404247020': 0, '2404247023': -794.0,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 12,
750.0,'2404247020': -29.0, '2404247023': -502.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
775.0,'2404247020': -120.0, '2404247023': -606.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 8,
800.0,'2404247020': -15.0, '2404247023': -507.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
825.0,'2404247020': -13.0, '2404247023': -546.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
850.0,'2404247020': -8.0, '2404247023': -208.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
875.0,'2404247020': -86.0, '2404247023': 0,'2404247020': 3, '2404247023': 0,'2404247020': 6, '2404247023': 0,
900.0,'2404247020': -4.0, '2404247023': -22.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
925.0,'2404247020': -15.0, '2404247023': -94.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
950.0,'2404247020': -58.0, '2404247023': -54.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
975.0,'2404247020': -56.0, '2404247023': -169.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 7,
1000.0,'2404247020': -213.0, '2404247023': -229.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 6,
1025.0,'2404247020': -16.0, '2404247023': -185.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1050.0,'2404247020': -83.0, '2404247023': -285.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1075.0,'2404247020': -163.0, '2404247023': -7.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1100.0,'2404247020': -286.0, '2404247023': -43.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
1125.0,'2404247020': -436.0, '2404247023': -105.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
1150.0,'2404247020': -592.0, '2404247023': -205.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
1175.0,'2404247020': -11.0, '2404247023': -250.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1200.0,'2404247020': -43.0, '2404247023': -348.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 8,
1225.0,'2404247020': -136.0, '2404247023': -592.0,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 12,
1250.0,'2404247020': -65.0, '2404247023': -396.0,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 8,
1275.0,'2404247020': -33.0, '2404247023': -61.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1300.0,'2404247020': -131.0, '2404247023': -132.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1325.0,'2404247020': -1.0, '2404247023': -176.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 8,
