25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -5.0, '2404247023': -23.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -5.0, '2404247023': -14.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
100.0,'2404247020': -8.0, '2404247023': -40.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
125.0,'2404247020': -94.0, '2404247023': -16.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
150.0,'2404247020': -33.0, '2404247023': -53.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 5,
175.0,'2404247020': -13.0, '2404247023': -9.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
200.0,'2404247020': -12.0, '2404247023': -55.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
225.0,'2404247020': -24.0, '2404247023': -7.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 1,
250.0,'2404247020': -17.0, '2404247023': -54.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
275.0,'2404247020': -20.0, '2404247023': -11.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 1,
300.0,'2404247020': -121.0, '2404247023': -5.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
325.0,'2404247020': 0, '2404247023': -21.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
350.0,'2404247020': -75.0, '2404247023': -37.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
375.0,'2404247020': -28.0, '2404247023': -57.0,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 4,
400.0,'2404247020': -16.0, '2404247023': -51.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
425.0,'2404247020': -27.0, '2404247023': -28.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
450.0,'2404247020': -51.0, '2404247023': -84.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
475.0,'2404247020': -33.0, '2404247023': -94.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
500.0,'2404247020': -4.0, '2404247023': -97.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 5,
525.0,'2404247020': -33.0, '2404247023': -239.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
550.0,'2404247020': -32.0, '2404247023': -16.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
575.0,'2404247020': -30.0, '2404247023': -27.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
600.0,'2404247020': 0, '2404247023': -115.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 4,
625.0,'2404247020': -13.0, '2404247023': -15.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
650.0,'2404247020': -6.0, '2404247023': -71.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
675.0,'2404247020': -12.0, '2404247023': -6.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
700.0,'2404247020': -79.0, '2404247023': -86.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
725.0,'2404247020': -24.0, '2404247023': -100.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
750.0,'2404247020': -20.0, '2404247023': -27.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
775.0,'2404247020': -39.0, '2404247023': -61.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
800.0,'2404247020': -18.0, '2404247023': -9.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
825.0,'2404247020': -29.0, '2404247023': 0,'2404247020': 2, '2404247023': 0,'2404247020': 3, '2404247023': 0,
850.0,'2404247020': -14.0, '2404247023': -13.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
875.0,'2404247020': -94.0, '2404247023': -38.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
900.0,'2404247020': -27.0, '2404247023': -18.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
925.0,'2404247020': -17.0, '2404247023': -10.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
950.0,'2404247020': -103.0, '2404247023': -47.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
975.0,'2404247020': -49.0, '2404247023': -29.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1000.0,'2404247020': -63.0, '2404247023': -3.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1025.0,'2404247020': -41.0, '2404247023': -34.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
1050.0,'2404247020': 0, '2404247023': -150.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
1075.0,'2404247020': -6.0, '2404247023': -83.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
1100.0,'2404247020': -8.0, '2404247023': -109.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1125.0,'2404247020': -25.0, '2404247023': -49.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1150.0,'2404247020': -52.0, '2404247023': -46.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1175.0,'2404247020': -29.0, '2404247023': -22.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1200.0,'2404247020': -17.0, '2404247023': -58.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
