25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -7.0, '2404247023': -16.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
75.0,'2404247020': -51.0, '2404247023': -36.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
100.0,'2404247020': -9.0, '2404247023': -14.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
125.0,'2404247020': -54.0, '2404247023': -49.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 3,
150.0,'2404247020': -147.0, '2404247023': -29.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
175.0,'2404247020': -34.0, '2404247023': -60.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
200.0,'2404247020': -22.0, '2404247023': -106.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
225.0,'2404247020': -101.0, '2404247023': -8.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
250.0,'2404247020': -19.0, '2404247023': -61.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
275.0,'2404247020': -44.0, '2404247023': -132.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
300.0,'2404247020': -43.0, '2404247023': -256.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 6,
325.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
350.0,'2404247020': -45.0, '2404247023': 0,'2404247020': 2, '2404247023': 0,'2404247020': 3, '2404247023': 0,
375.0,'2404247020': -144.0, '2404247023': -42.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
400.0,'2404247020': 0, '2404247023': -61.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
425.0,'2404247020': -26.0, '2404247023': -48.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 3,
450.0,'2404247020': -16.0, '2404247023': -158.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
475.0,'2404247020': -26.0, '2404247023': -11.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
500.0,'2404247020': -88.0, '2404247023': -67.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
525.0,'2404247020': -186.0, '2404247023': -185.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
550.0,'2404247020': -311.0, '2404247023': -98.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
575.0,'2404247020': 0, '2404247023': -216.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 7,
600.0,'2404247020': 0, '2404247023': -214.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
625.0,'2404247020': 0, '2404247023': -202.0,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 7,
650.0,'2404247020': -5.0, '2404247023': -70.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 4,
675.0,'2404247020': 0, '2404247023': -237.0,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 8,
700.0,'2404247020': -33.0, '2404247023': -127.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
725.0,'2404247020': -36.0, '2404247023': -47.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
750.0,'2404247020': -25.0, '2404247023': -26.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
775.0,'2404247020': -17.0, '2404247023': -90.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
800.0,'2404247020': -16.0, '2404247023': -85.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
825.0,'2404247020': -96.0, '2404247023': -138.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
850.0,'2404247020': -11.0, '2404247023': -3.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
875.0,'2404247020': -77.0, '2404247023': -48.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
900.0,'2404247020': -152.0, '2404247023': -143.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
925.0,'2404247020': -243.0, '2404247023': -66.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
950.0,'2404247020': -343.0, '2404247023': -141.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
975.0,'2404247020': -444.0, '2404247023': -238.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1000.0,'2404247020': -59.0, '2404247023': -256.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1025.0,'2404247020': -22.0, '2404247023': -396.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
1050.0,'2404247020': -94.0, '2404247023': -191.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1075.0,'2404247020': -196.0, '2404247023': -6.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
1100.0,'2404247020': -32.0, '2404247023': -29.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
1125.0,'2404247020': -20.0, '2404247023': -44.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1150.0,'2404247020': -41.0, '2404247023': -94.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1175.0,'2404247020': -48.0, '2404247023': -162.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1200.0,'2404247020': -132.0, '2404247023': -214.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
1225.0,'2404247020': -56.0, '2404247023': -45.0,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1250.0,'2404247020': -33.0, '2404247023': -22.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
1275.0,'2404247020': -42.0, '2404247023': -3.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1300.0,'2404247020': -17.0, '2404247023': -35.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1325.0,'2404247020': -104.0, '2404247023': -133.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
