25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -6.0, '2404247023': -15.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -101.0, '2404247023': -70.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 5,
100.0,'2404247020': -235.0, '2404247023': -105.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 4,
125.0,'2404247020': -29.0, '2404247023': -210.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 7,
150.0,'2404247020': -50.0, '2404247023': -21.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
175.0,'2404247020': -40.0, '2404247023': -48.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
200.0,'2404247020': -22.0, '2404247023': -63.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
225.0,'2404247020': -139.0, '2404247023': -157.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
250.0,'2404247020': -19.0, '2404247023': -350.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 11,
275.0,'2404247020': -2.0, '2404247023': -105.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
300.0,'2404247020': -69.0, '2404247023': -54.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
325.0,'2404247020': 0, '2404247023': -136.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
350.0,'2404247020': -62.0, '2404247023': -238.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
375.0,'2404247020': -162.0, '2404247023': -113.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
400.0,'2404247020': -262.0, '2404247023': -262.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 8,
425.0,'2404247020': -363.0, '2404247023': -414.0,'2404247020': 2, '2404247023': 4,'2404247020': 5, '2404247023': 8,
450.0,'2404247020': -478.0, '2404247023': -707.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 14,
475.0,'2404247020': -603.0, '2404247023': -1057.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 14,
500.0,'2404247020': -4.0, '2404247023': -950.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 14,
525.0,'2404247020': -37.0, '2404247023': -666.0,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 14,
550.0,'2404247020': -132.0, '2404247023': -858.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 13,
575.0,'2404247020': 0, '2404247023': -944.0,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 14,
