25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -6.0, '2404247023': -17.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
75.0,'2404247020': -15.0, '2404247023': -8.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
100.0,'2404247020': -83.0, '2404247023': -52.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
125.0,'2404247020': -30.0, '2404247023': -85.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
150.0,'2404247020': -34.0, '2404247023': -33.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
175.0,'2404247020': -109.0, '2404247023': -37.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
200.0,'2404247020': -19.0, '2404247023': -28.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
225.0,'2404247020': -38.0, '2404247023': -64.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
250.0,'2404247020': -100.0, '2404247023': -7.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
275.0,'2404247020': 0, '2404247023': -57.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
300.0,'2404247020': -26.0, '2404247023': -65.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 2,
325.0,'2404247020': -112.0, '2404247023': 0,'2404247020': 3, '2404247023': 0,'2404247020': 4, '2404247023': 0,
350.0,'2404247020': -237.0, '2404247023': -36.0,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 3,
375.0,'2404247020': -362.0, '2404247023': -72.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 3,
400.0,'2404247020': -33.0, '2404247023': -32.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
425.0,'2404247020': -42.0, '2404247023': -105.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 4,
