25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -6.0, '2404247023': -24.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -46.0, '2404247023': -75.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 5,
100.0,'2404247020': -163.0, '2404247023': -16.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 1,
125.0,'2404247020': -30.0, '2404247023': -25.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
150.0,'2404247020': -39.0, '2404247023': -33.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
175.0,'2404247020': -41.0, '2404247023': -45.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
200.0,'2404247020': -159.0, '2404247023': 0,'2404247020': 2, '2404247023': 0,'2404247020': 6, '2404247023': 0,
225.0,'2404247020': -337.0, '2404247023': -19.0,'2404247020': 2, '2404247023': 1,'2404247020': 8, '2404247023': 2,
250.0,'2404247020': -14.0, '2404247023': -6.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
275.0,'2404247020': 0, '2404247023': -53.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 5,
300.0,'2404247020': -20.0, '2404247023': -81.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
325.0,'2404247020': -45.0, '2404247023': -46.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
350.0,'2404247020': -8.0, '2404247023': -48.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
375.0,'2404247020': -26.0, '2404247023': -27.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
400.0,'2404247020': 0, '2404247023': -40.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
425.0,'2404247020': -52.0, '2404247023': -59.0,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 3,
450.0,'2404247020': -33.0, '2404247023': -10.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
475.0,'2404247020': -31.0, '2404247023': -46.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
500.0,'2404247020': -13.0, '2404247023': -41.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
525.0,'2404247020': -47.0, '2404247023': -17.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
550.0,'2404247020': 0, '2404247023': -76.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
575.0,'2404247020': 0, '2404247023': -27.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
600.0,'2404247020': 0, '2404247023': -44.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
625.0,'2404247020': 0, '2404247023': -58.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
650.0,'2404247020': -6.0, '2404247023': -125.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
675.0,'2404247020': -21.0, '2404247023': -169.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
700.0,'2404247020': -35.0, '2404247023': -17.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
725.0,'2404247020': -32.0, '2404247023': -4.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
750.0,'2404247020': -15.0, '2404247023': 0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
775.0,'2404247020': -17.0, '2404247023': -39.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
