25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -9.0, '2404247023': -24.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
75.0,'2404247020': -6.0, '2404247023': -88.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
100.0,'2404247020': -36.0, '2404247023': -46.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
125.0,'2404247020': -136.0, '2404247023': -126.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 4,
150.0,'2404247020': 0, '2404247023': -267.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
175.0,'2404247020': -54.0, '2404247023': -224.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
200.0,'2404247020': -34.0, '2404247023': -11.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
225.0,'2404247020': -130.0, '2404247023': -19.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
250.0,'2404247020': -35.0, '2404247023': -71.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
275.0,'2404247020': -27.0, '2404247023': -238.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 8,
300.0,'2404247020': -20.0, '2404247023': -334.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 6,
325.0,'2404247020': -39.0, '2404247023': -492.0,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 7,
350.0,'2404247020': -155.0, '2404247023': -703.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 9,
375.0,'2404247020': -280.0, '2404247023': -971.0,'2404247020': 2, '2404247023': 4,'2404247020': 5, '2404247023': 11,
400.0,'2404247020': -25.0, '2404247023': -998.0,'2404247020': 2, '2404247023': 5,'2404247020': 2, '2404247023': 8,
425.0,'2404247020': -104.0, '2404247023': -1244.0,'2404247020': 2, '2404247023': 5,'2404247020': 6, '2404247023': 11,
450.0,'2404247020': -148.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 1,
475.0,'2404247020': -334.0, '2404247023': -18.0,'2404247020': 4, '2404247023': 1,'2404247020': 8, '2404247023': 1,
500.0,'2404247020': -13.0, '2404247023': -41.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
525.0,'2404247020': -55.0, '2404247023': -61.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
550.0,'2404247020': -34.0, '2404247023': -46.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
575.0,'2404247020': -109.0, '2404247023': -158.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
600.0,'2404247020': -184.0, '2404247023': -202.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
625.0,'2404247020': -28.0, '2404247023': -165.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
650.0,'2404247020': -7.0, '2404247023': -247.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 8,
675.0,'2404247020': -46.0, '2404247023': -177.0,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 4,
700.0,'2404247020': -26.0, '2404247023': -158.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
725.0,'2404247020': -125.0, '2404247023': -239.0,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
750.0,'2404247020': -225.0, '2404247023': -350.0,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
775.0,'2404247020': -15.0, '2404247023': -116.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 5,
800.0,'2404247020': -47.0, '2404247023': -127.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
825.0,'2404247020': -121.0, '2404247023': -245.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
850.0,'2404247020': -216.0, '2404247023': -395.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
875.0,'2404247020': -316.0, '2404247023': -306.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 4,
