25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -12.0, '2404247023': -3.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
75.0,'2404247020': -5.0, '2404247023': -13.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
100.0,'2404247020': -28.0, '2404247023': -45.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
125.0,'2404247020': -31.0, '2404247023': -134.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
150.0,'2404247020': -35.0, '2404247023': -10.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
175.0,'2404247020': -46.0, '2404247023': -54.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
200.0,'2404247020': -168.0, '2404247023': -99.0,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 4,
225.0,'2404247020': -32.0, '2404247023': -7.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
250.0,'2404247020': -103.0, '2404247023': -32.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
275.0,'2404247020': -202.0, '2404247023': -41.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
300.0,'2404247020': -21.0, '2404247023': -14.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
325.0,'2404247020': -46.0, '2404247023': -107.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
350.0,'2404247020': -49.0, '2404247023': -46.0,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
375.0,'2404247020': -4.0, '2404247023': -44.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
400.0,'2404247020': -46.0, '2404247023': -44.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
425.0,'2404247020': 0, '2404247023': -94.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
450.0,'2404247020': -69.0, '2404247023': -116.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
475.0,'2404247020': -10.0, '2404247023': -144.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
500.0,'2404247020': -10.0, '2404247023': -225.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 7,
525.0,'2404247020': -54.0, '2404247023': -219.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
550.0,'2404247020': -34.0, '2404247023': -24.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
575.0,'2404247020': -39.0, '2404247023': -19.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
600.0,'2404247020': 0, '2404247023': -68.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
625.0,'2404247020': 0, '2404247023': -270.0,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 11,
650.0,'2404247020': -6.0, '2404247023': -567.0,'2404247020': 1, '2404247023': 6,'2404247020': 1, '2404247023': 13,
675.0,'2404247020': 0, '2404247023': -590.0,'2404247020': 0, '2404247023': 6,'2404247020': 0, '2404247023': 10,
700.0,'2404247020': -52.0, '2404247023': -729.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 9,
725.0,'2404247020': -39.0, '2404247023': -642.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
750.0,'2404247020': -114.0, '2404247023': -846.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 9,
775.0,'2404247020': -203.0, '2404247023': -1096.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 10,
800.0,'2404247020': -315.0, '2404247023': -1369.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 11,
825.0,'2404247020': -32.0, '2404247023': -862.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 9,
850.0,'2404247020': -45.0, '2404247023': -269.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
875.0,'2404247020': -170.0, '2404247023': -373.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
900.0,'2404247020': -2.0, '2404247023': -397.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 8,
925.0,'2404247020': -15.0, '2404247023': -198.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
950.0,'2404247020': 0, '2404247023': -14.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
975.0,'2404247020': -28.0, '2404247023': -73.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1000.0,'2404247020': -34.0, '2404247023': -78.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1025.0,'2404247020': -38.0, '2404247023': -103.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
1050.0,'2404247020': -135.0, '2404247023': -177.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
1075.0,'2404247020': -235.0, '2404247023': -62.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1100.0,'2404247020': -31.0, '2404247023': -47.0,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1125.0,'2404247020': -141.0, '2404247023': -59.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
1150.0,'2404247020': -27.0, '2404247023': -12.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
1175.0,'2404247020': -43.0, '2404247023': -57.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
1200.0,'2404247020': -11.0, '2404247023': -26.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
1225.0,'2404247020': -46.0, '2404247023': -21.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
1250.0,'2404247020': -71.0, '2404247023': -37.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
1275.0,'2404247020': -25.0, '2404247023': -152.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1300.0,'2404247020': -40.0, '2404247023': -40.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1325.0,'2404247020': -116.0, '2404247023': -149.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1350.0,'2404247020': -36.0, '2404247023': -98.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
1375.0,'2404247020': -18.0, '2404247023': -156.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1400.0,'2404247020': -16.0, '2404247023': -150.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1425.0,'2404247020': -87.0, '2404247023': -5.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
1450.0,'2404247020': -28.0, '2404247023': -16.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
1475.0,'2404247020': -19.0, '2404247023': -80.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
1500.0,'2404247020': -46.0, '2404247023': -42.0,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 3,
1525.0,'2404247020': -12.0, '2404247023': -164.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1550.0,'2404247020': -61.0, '2404247023': -79.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1575.0,'2404247020': -32.0, '2404247023': -82.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1600.0,'2404247020': -125.0, '2404247023': -2.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
1625.0,'2404247020': -6.0, '2404247023': -19.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
1650.0,'2404247020': 0, '2404247023': -43.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
1675.0,'2404247020': -40.0, '2404247023': -18.0,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 2,
1700.0,'2404247020': 0, '2404247023': -11.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
1725.0,'2404247020': -21.0, '2404247023': -38.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1750.0,'2404247020': -16.0, '2404247023': -40.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
1775.0,'2404247020': -13.0, '2404247023': -73.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1800.0,'2404247020': -33.0, '2404247023': -47.0,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 2,
