25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -14.0, '2404247023': -2.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
75.0,'2404247020': -122.0, '2404247023': -13.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
100.0,'2404247020': -7.0, '2404247023': -80.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
125.0,'2404247020': -62.0, '2404247023': -155.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
150.0,'2404247020': -17.0, '2404247023': -21.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
175.0,'2404247020': -36.0, '2404247023': -118.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
200.0,'2404247020': -34.0, '2404247023': -143.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
225.0,'2404247020': -132.0, '2404247023': -235.0,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
250.0,'2404247020': -21.0, '2404247023': -335.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
275.0,'2404247020': -35.0, '2404247023': -435.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
300.0,'2404247020': -129.0, '2404247023': -6.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
325.0,'2404247020': 0, '2404247023': -52.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 4,
350.0,'2404247020': -8.0, '2404247023': -29.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
375.0,'2404247020': -16.0, '2404247023': -20.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
400.0,'2404247020': -32.0, '2404247023': -97.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
425.0,'2404247020': -19.0, '2404247023': -218.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
450.0,'2404247020': -95.0, '2404247023': -100.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
475.0,'2404247020': -219.0, '2404247023': -184.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
500.0,'2404247020': -369.0, '2404247023': -312.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 7,
525.0,'2404247020': -520.0, '2404247023': -527.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 9,
550.0,'2404247020': -669.0, '2404247023': -415.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
575.0,'2404247020': -819.0, '2404247023': -654.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 12,
600.0,'2404247020': 0, '2404247023': -703.0,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 11,
625.0,'2404247020': -38.0, '2404247023': -663.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 10,
650.0,'2404247020': -6.0, '2404247023': -476.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 14,
675.0,'2404247020': -23.0, '2404247023': -580.0,'2404247020': 2, '2404247023': 6,'2404247020': 2, '2404247023': 13,
700.0,'2404247020': -92.0, '2404247023': -682.0,'2404247020': 3, '2404247023': 5,'2404247020': 3, '2404247023': 11,
725.0,'2404247020': -167.0, '2404247023': -659.0,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 10,
750.0,'2404247020': -279.0, '2404247023': -934.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 11,
775.0,'2404247020': -15.0, '2404247023': -1121.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 13,
800.0,'2404247020': -26.0, '2404247023': -1135.0,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 13,
825.0,'2404247020': -110.0, '2404247023': -784.0,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 10,
850.0,'2404247020': -6.0, '2404247023': -1057.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 13,
875.0,'2404247020': -67.0, '2404247023': -379.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
900.0,'2404247020': -35.0, '2404247023': -565.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 9,
925.0,'2404247020': -116.0, '2404247023': -82.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
950.0,'2404247020': -232.0, '2404247023': -19.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
975.0,'2404247020': -357.0, '2404247023': -134.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1000.0,'2404247020': -482.0, '2404247023': -195.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1025.0,'2404247020': -607.0, '2404247023': -335.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1050.0,'2404247020': -40.0, '2404247023': -468.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 12,
1075.0,'2404247020': -123.0, '2404247023': -675.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 14,
1100.0,'2404247020': -132.0, '2404247023': -353.0,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 9,
1125.0,'2404247020': -248.0, '2404247023': -518.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 9,
1150.0,'2404247020': -373.0, '2404247023': -746.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 10,
1175.0,'2404247020': -498.0, '2404247023': -1034.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 13,
1200.0,'2404247020': -623.0, '2404247023': -1393.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 15,
1225.0,'2404247020': -33.0, '2404247023': -1676.0,'2404247020': 2, '2404247023': 6,'2404247020': 5, '2404247023': 17,
1250.0,'2404247020': -58.0, '2404247023': -1459.0,'2404247020': 3, '2404247023': 5,'2404247020': 3, '2404247023': 14,
1275.0,'2404247020': -53.0, '2404247023': -1503.0,'2404247020': 3, '2404247023': 6,'2404247020': 4, '2404247023': 13,
1300.0,'2404247020': -213.0, '2404247023': -1451.0,'2404247020': 3, '2404247023': 6,'2404247020': 9, '2404247023': 12,
1325.0,'2404247020': -46.0, '2404247023': -406.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 9,
1350.0,'2404247020': -29.0, '2404247023': -251.0,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 7,
1375.0,'2404247020': -65.0, '2404247023': -218.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
1400.0,'2404247020': -165.0, '2404247023': -104.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1425.0,'2404247020': -265.0, '2404247023': -196.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1450.0,'2404247020': -376.0, '2404247023': -329.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1475.0,'2404247020': -41.0, '2404247023': -478.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 7,
1500.0,'2404247020': -14.0, '2404247023': -565.0,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1525.0,'2404247020': -106.0, '2404247023': -472.0,'2404247020': 4, '2404247023': 2,'2404247020': 8, '2404247023': 5,
