25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -19.0, '2404247023': -26.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
75.0,'2404247020': -115.0, '2404247023': 0,'2404247020': 2, '2404247023': 0,'2404247020': 4, '2404247023': 0,
100.0,'2404247020': -10.0, '2404247023': -29.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
125.0,'2404247020': -51.0, '2404247023': -78.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 4,
150.0,'2404247020': -158.0, '2404247023': -188.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
175.0,'2404247020': -37.0, '2404247023': -313.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
200.0,'2404247020': -22.0, '2404247023': -37.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
225.0,'2404247020': -94.0, '2404247023': -8.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
250.0,'2404247020': -20.0, '2404247023': -50.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
275.0,'2404247020': -17.0, '2404247023': -189.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
300.0,'2404247020': -20.0, '2404247023': -151.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
325.0,'2404247020': -45.0, '2404247023': -251.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
350.0,'2404247020': -42.0, '2404247023': -55.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 3,
375.0,'2404247020': -123.0, '2404247023': -79.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
400.0,'2404247020': -223.0, '2404247023': -205.0,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
425.0,'2404247020': -323.0, '2404247023': -460.0,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 12,
