25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -6.0, '2404247023': -18.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
75.0,'2404247020': 0, '2404247023': -133.0,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 9,
100.0,'2404247020': -23.0, '2404247023': -7.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
125.0,'2404247020': -145.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
150.0,'2404247020': -21.0, '2404247023': -56.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
175.0,'2404247020': -101.0, '2404247023': 0,'2404247020': 2, '2404247023': 0,'2404247020': 5, '2404247023': 0,
200.0,'2404247020': -26.0, '2404247023': -12.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
225.0,'2404247020': -122.0, '2404247023': -48.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
250.0,'2404247020': -22.0, '2404247023': -9.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
275.0,'2404247020': -19.0, '2404247023': -69.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
300.0,'2404247020': -78.0, '2404247023': -178.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
325.0,'2404247020': -211.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 1,
350.0,'2404247020': -361.0, '2404247023': -62.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
375.0,'2404247020': -511.0, '2404247023': -181.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 6,
400.0,'2404247020': -661.0, '2404247023': -385.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 9,
425.0,'2404247020': -811.0, '2404247023': -677.0,'2404247020': 3, '2404247023': 5,'2404247020': 6, '2404247023': 13,
450.0,'2404247020': -20.0, '2404247023': -826.0,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 14,
475.0,'2404247020': -44.0, '2404247023': -1093.0,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 15,
500.0,'2404247020': -22.0, '2404247023': -976.0,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 11,
525.0,'2404247020': -35.0, '2404247023': -1059.0,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 9,
550.0,'2404247020': -133.0, '2404247023': -1298.0,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 10,
575.0,'2404247020': -16.0, '2404247023': -1257.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 12,
600.0,'2404247020': -52.0, '2404247023': -1268.0,'2404247020': 1, '2404247023': 6,'2404247020': 2, '2404247023': 14,
625.0,'2404247020': -144.0, '2404247023': -791.0,'2404247020': 3, '2404247023': 8,'2404247020': 6, '2404247023': 15,
650.0,'2404247020': -294.0, '2404247023': -1236.0,'2404247020': 3, '2404247023': 8,'2404247020': 6, '2404247023': 21,
675.0,'2404247020': -444.0, '2404247023': -1833.0,'2404247020': 3, '2404247023': 9,'2404247020': 6, '2404247023': 25,
700.0,'2404247020': -594.0, '2404247023': -2458.0,'2404247020': 3, '2404247023': 9,'2404247020': 6, '2404247023': 25,
725.0,'2404247020': -744.0, '2404247023': -3086.0,'2404247020': 3, '2404247023': 10,'2404247020': 6, '2404247023': 26,
750.0,'2404247020': -894.0, '2404247023': -3736.0,'2404247020': 3, '2404247023': 10,'2404247020': 6, '2404247023': 26,
775.0,'2404247020': -15.0, '2404247023': -3466.0,'2404247020': 1, '2404247023': 9,'2404247020': 1, '2404247023': 24,
800.0,'2404247020': -22.0, '2404247023': -2790.0,'2404247020': 1, '2404247023': 7,'2404247020': 2, '2404247023': 21,
825.0,'2404247020': -126.0, '2404247023': -3000.0,'2404247020': 2, '2404247023': 7,'2404247020': 6, '2404247023': 20,
850.0,'2404247020': -182.0, '2404247023': -2111.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 13,
875.0,'2404247020': -215.0, '2404247023': -1631.0,'2404247020': 3, '2404247023': 6,'2404247020': 8, '2404247023': 13,
900.0,'2404247020': -20.0, '2404247023': -693.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
925.0,'2404247020': -8.0, '2404247023': -216.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
950.0,'2404247020': -36.0, '2404247023': -130.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
975.0,'2404247020': -126.0, '2404247023': -17.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1000.0,'2404247020': -243.0, '2404247023': -125.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 7,
1025.0,'2404247020': -399.0, '2404247023': -231.0,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 6,
1050.0,'2404247020': -574.0, '2404247023': -365.0,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 6,
1075.0,'2404247020': -749.0, '2404247023': -2.0,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 2,
1100.0,'2404247020': -924.0, '2404247023': -173.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 8,
1125.0,'2404247020': -35.0, '2404247023': -373.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
1150.0,'2404247020': -100.0, '2404247023': -355.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
1175.0,'2404247020': -297.0, '2404247023': -290.0,'2404247020': 4, '2404247023': 2,'2404247020': 10, '2404247023': 4,
1200.0,'2404247020': -556.0, '2404247023': -258.0,'2404247020': 4, '2404247023': 2,'2404247020': 11, '2404247023': 3,
