25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -16.0, '2404247023': -1.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
75.0,'2404247020': -111.0, '2404247023': -13.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
100.0,'2404247020': -211.0, '2404247023': -61.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
125.0,'2404247020': -27.0, '2404247023': -56.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
150.0,'2404247020': -69.0, '2404247023': -223.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 8,
175.0,'2404247020': -112.0, '2404247023': -455.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 10,
200.0,'2404247020': -71.0, '2404247023': -745.0,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 14,
225.0,'2404247020': -123.0, '2404247023': -715.0,'2404247020': 2, '2404247023': 5,'2404247020': 6, '2404247023': 9,
250.0,'2404247020': -59.0, '2404247023': 0,'2404247020': 3, '2404247023': 0,'2404247020': 5, '2404247023': 0,
275.0,'2404247020': 0, '2404247023': -29.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
300.0,'2404247020': -38.0, '2404247023': -125.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
325.0,'2404247020': -123.0, '2404247023': -219.0,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
350.0,'2404247020': -247.0, '2404247023': -35.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
375.0,'2404247020': -372.0, '2404247023': -197.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 8,
400.0,'2404247020': 0, '2404247023': -259.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
425.0,'2404247020': -47.0, '2404247023': -111.0,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 5,
450.0,'2404247020': -48.0, '2404247023': -67.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
