25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -4.0, '2404247023': -16.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': 0, '2404247023': -134.0,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 9,
100.0,'2404247020': -44.0, '2404247023': -26.0,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 1,
125.0,'2404247020': -47.0, '2404247023': -93.0,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
150.0,'2404247020': -152.0, '2404247023': -37.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
175.0,'2404247020': -282.0, '2404247023': -53.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 1,
200.0,'2404247020': -443.0, '2404247023': -103.0,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 3,
225.0,'2404247020': -32.0, '2404247023': -187.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
250.0,'2404247020': -101.0, '2404247023': -117.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
275.0,'2404247020': -14.0, '2404247023': -295.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
300.0,'2404247020': -20.0, '2404247023': -338.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
325.0,'2404247020': -39.0, '2404247023': -32.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
350.0,'2404247020': -135.0, '2404247023': -107.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
375.0,'2404247020': -235.0, '2404247023': -241.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
400.0,'2404247020': -348.0, '2404247023': -439.0,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 9,
425.0,'2404247020': -473.0, '2404247023': -688.0,'2404247020': 2, '2404247023': 4,'2404247020': 5, '2404247023': 11,
450.0,'2404247020': -18.0, '2404247023': -607.0,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 12,
