25.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -14.0, '2404247023': -1.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
75.0,'2404247020': -125.0, '2404247023': -12.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
100.0,'2404247020': -10.0, '2404247023': -60.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
125.0,'2404247020': -57.0, '2404247023': -71.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
150.0,'2404247020': -182.0, '2404247023': -146.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
175.0,'2404247020': -38.0, '2404247023': -247.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
200.0,'2404247020': -25.0, '2404247023': -457.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 10,
225.0,'2404247020': -90.0, '2404247023': -749.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 13,
250.0,'2404247020': -175.0, '2404247023': -8.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
275.0,'2404247020': 0, '2404247023': -46.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
300.0,'2404247020': -19.0, '2404247023': -209.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 8,
325.0,'2404247020': -41.0, '2404247023': -58.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
350.0,'2404247020': -160.0, '2404247023': -89.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 5,
375.0,'2404247020': -4.0, '2404247023': -182.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
400.0,'2404247020': -21.0, '2404247023': -296.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
425.0,'2404247020': -96.0, '2404247023': -23.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 2,
450.0,'2404247020': -194.0, '2404247023': -60.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
475.0,'2404247020': -11.0, '2404247023': -135.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 6,
500.0,'2404247020': -58.0, '2404247023': -282.0,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 7,
525.0,'2404247020': -34.0, '2404247023': -249.0,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 7,
550.0,'2404247020': -32.0, '2404247023': -72.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
575.0,'2404247020': -6.0, '2404247023': -99.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
600.0,'2404247020': -88.0, '2404247023': -91.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
625.0,'2404247020': 0, '2404247023': -136.0,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 9,
650.0,'2404247020': -47.0, '2404247023': -72.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 4,
675.0,'2404247020': -147.0, '2404247023': -236.0,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 8,
700.0,'2404247020': -33.0, '2404247023': -173.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
725.0,'2404247020': -40.0, '2404247023': -136.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 4,
750.0,'2404247020': -36.0, '2404247023': 0,'2404247020': 1, '2404247023': 0,'2404247020': 2, '2404247023': 0,
775.0,'2404247020': -19.0, '2404247023': -39.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
800.0,'2404247020': -16.0, '2404247023': -4.0,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
