25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.13839285, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 2, '2404247023': 0,
75.0,'2404247020': -0.16517857, '2404247023': -0.3482143,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
100.0,'2404247020': -0.65625, '2404247023': -0.45089287,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
125.0,'2404247020': -0.13392857, '2404247023': -0.76339287,'2404247020': 2, '2404247023': 4,'2404247020': 2, '2404247023': 7,
150.0,'2404247020': -0.4419643, '2404247023': -1.5625,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 8,
175.0,'2404247020': -0.0625, '2404247023': -0.03125,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
200.0,'2404247020': -0.4017857, '2404247023': -0.026785715,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
225.0,'2404247020': -0.9151786, '2404247023': -0.32142857,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
250.0,'2404247020': -0.084821425, '2404247023': -0.008928572,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
275.0,'2404247020': -0.19642857, '2404247023': -0.30357143,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 5,
300.0,'2404247020': -0.02232143, '2404247023': -0.8839286,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
325.0,'2404247020': -0.3169643, '2404247023': -0.24107143,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
350.0,'2404247020': -0.04017857, '2404247023': -0.11160714,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
375.0,'2404247020': -0.12946428, '2404247023': -0.52678573,'2404247020': 3, '2404247023': 3,'2404247020': 3, '2404247023': 6,
400.0,'2404247020': -0.4642857, '2404247023': -0.23214285,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 3,
425.0,'2404247020': -0.79910713, '2404247023': -0.78571427,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
450.0,'2404247020': -1.3125, '2404247023': -1.7589285,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 11,
475.0,'2404247020': -1.9107143, '2404247023': -2.482143,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 10,
500.0,'2404247020': -2.580357, '2404247023': -3.1830356,'2404247020': 2, '2404247023': 4,'2404247020': 6, '2404247023': 13,
525.0,'2404247020': -0.084821425, '2404247023': -4.0,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 14,
550.0,'2404247020': -0.13392857, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 13,
575.0,'2404247020': -0.46875, '2404247023': -2.71875,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 9,
600.0,'2404247020': 0.0, '2404247023': -1.2857143,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 6,
625.0,'2404247020': 0.0, '2404247023': -1.8348215,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 11,
650.0,'2404247020': -0.16517857, '2404247023': -2.642857,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 11,
675.0,'2404247020': -0.5, '2404247023': -4.0,'2404247020': 2, '2404247023': 7,'2404247020': 3, '2404247023': 16,
700.0,'2404247020': -0.15178572, '2404247023': -4.0,'2404247020': 2, '2404247023': 6,'2404247020': 3, '2404247023': 12,
725.0,'2404247020': -0.17410715, '2404247023': -3.2455356,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 10,
750.0,'2404247020': -0.071428575, '2404247023': -2.8125,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
775.0,'2404247020': -0.42857143, '2404247023': -3.2410715,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 8,
800.0,'2404247020': -0.1875, '2404247023': -0.102678575,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
825.0,'2404247020': -0.6339286, '2404247023': -0.17857143,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
850.0,'2404247020': -0.04017857, '2404247023': -0.3169643,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
875.0,'2404247020': -0.22767857, '2404247023': 0.0,'2404247020': 2, '2404247023': 0,'2404247020': 3, '2404247023': 0,
900.0,'2404247020': -0.5625, '2404247023': -0.29464287,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
925.0,'2404247020': -0.9776786, '2404247023': -0.84821427,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
950.0,'2404247020': -1.4375, '2404247023': -0.6473214,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
975.0,'2404247020': -0.21875, '2404247023': -0.9776786,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
1000.0,'2404247020': -0.21428572, '2404247023': -1.2276785,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1025.0,'2404247020': -0.6875, '2404247023': -1.7857143,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1050.0,'2404247020': -0.17857143, '2404247023': -1.2276785,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1075.0,'2404247020': 0.0, '2404247023': -1.6116072,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
1100.0,'2404247020': -0.125, '2404247023': -1.7544643,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1125.0,'2404247020': -0.08928572, '2404247023': -2.200893,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1150.0,'2404247020': -0.4107143, '2404247023': 0.0,'2404247020': 4, '2404247023': 0,'2404247020': 7, '2404247023': 0,
1175.0,'2404247020': -1.2321428, '2404247023': -0.03125,'2404247020': 4, '2404247023': 1,'2404247020': 8, '2404247023': 2,
1200.0,'2404247020': -2.392857, '2404247023': -0.54910713,'2404247020': 4, '2404247023': 2,'2404247020': 12, '2404247023': 5,
1225.0,'2404247020': -0.19642857, '2404247023': -1.0044643,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1250.0,'2404247020': -0.75446427, '2404247023': -1.7098215,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1275.0,'2404247020': -1.3125, '2404247023': -1.3883928,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1300.0,'2404247020': -2.0401785, '2404247023': -1.9821428,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 6,
1325.0,'2404247020': -2.9375, '2404247023': -2.7544644,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 8,
1350.0,'2404247020': -3.9955356, '2404247023': -3.7767856,'2404247020': 6, '2404247023': 3,'2404247020': 11, '2404247023': 10,
1375.0,'2404247020': -1.6919643, '2404247023': -1.8660715,'2404247020': 6, '2404247023': 4,'2404247020': 7, '2404247023': 11,
1400.0,'2404247020': -2.767857, '2404247023': -2.15625,'2404247020': 6, '2404247023': 4,'2404247020': 11, '2404247023': 8,
1425.0,'2404247020': -0.39732143, '2404247023': -0.54910713,'2404247020': 2, '2404247023': 3,'2404247020': 7, '2404247023': 6,
1450.0,'2404247020': -0.7276786, '2404247023': -0.92410713,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
1475.0,'2404247020': -0.04910714, '2404247023': -1.4151785,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
1500.0,'2404247020': -0.25892857, '2404247023': -0.58928573,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 4,
1525.0,'2404247020': -0.73660713, '2404247023': -1.2589285,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 7,
1550.0,'2404247020': -0.44642857, '2404247023': -1.0580357,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1575.0,'2404247020': -0.8526786, '2404247023': -0.19196428,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
1600.0,'2404247020': -0.13392857, '2404247023': -0.78125,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1625.0,'2404247020': -0.54910713, '2404247023': -0.45535713,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
1650.0,'2404247020': -1.1071428, '2404247023': -0.96428573,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1675.0,'2404247020': -0.19642857, '2404247023': -1.7276785,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 9,
1700.0,'2404247020': -1.0982143, '2404247023': -1.0267857,'2404247020': 4, '2404247023': 3,'2404247020': 10, '2404247023': 6,
1725.0,'2404247020': -2.357143, '2404247023': -1.6964285,'2404247020': 5, '2404247023': 3,'2404247020': 12, '2404247023': 6,
1750.0,'2404247020': -0.29017857, '2404247023': -1.7723215,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
1775.0,'2404247020': -0.33482143, '2404247023': -2.3080356,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
1800.0,'2404247020': -0.12053572, '2404247023': -0.071428575,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1825.0,'2404247020': -0.53125, '2404247023': -0.39285713,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1850.0,'2404247020': -0.14732143, '2404247023': -0.80803573,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
1875.0,'2404247020': -0.62946427, '2404247023': -0.73214287,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 6,
1900.0,'2404247020': -1.2991072, '2404247023': -1.2589285,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
1925.0,'2404247020': -0.06696428, '2404247023': -1.8080357,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1950.0,'2404247020': -0.22767857, '2404247023': -2.0357144,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1975.0,'2404247020': -0.38392857, '2404247023': -2.1294644,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2000.0,'2404247020': -0.03125, '2404247023': -0.87053573,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2025.0,'2404247020': -0.38839287, '2404247023': -0.4375,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2050.0,'2404247020': -0.21428572, '2404247023': -0.14285715,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 3,
2075.0,'2404247020': -1.3080357, '2404247023': -0.3080357,'2404247020': 3, '2404247023': 1,'2404247020': 12, '2404247023': 2,
2100.0,'2404247020': -0.102678575, '2404247023': -0.81696427,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2125.0,'2404247020': -0.26339287, '2404247023': -1.1294643,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
2150.0,'2404247020': -0.20535715, '2404247023': -1.84375,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 8,
2175.0,'2404247020': -0.62053573, '2404247023': -2.3794644,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 7,
2200.0,'2404247020': -0.15178572, '2404247023': -0.09821428,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2225.0,'2404247020': -0.116071425, '2404247023': -0.26339287,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
2250.0,'2404247020': -0.45089287, '2404247023': -0.4107143,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
2275.0,'2404247020': -0.04910714, '2404247023': -0.17410715,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2300.0,'2404247020': -0.15625, '2404247023': -0.008928572,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
2325.0,'2404247020': -0.19196428, '2404247023': -0.102678575,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2350.0,'2404247020': -0.8348214, '2404247023': 0.0,'2404247020': 2, '2404247023': 0,'2404247020': 6, '2404247023': 0,
2375.0,'2404247020': -0.04910714, '2404247023': -0.0625,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
2400.0,'2404247020': -0.2767857, '2404247023': -0.32589287,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2425.0,'2404247020': -0.7276786, '2404247023': -0.035714287,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2450.0,'2404247020': -0.4107143, '2404247023': -0.24553572,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
2475.0,'2404247020': -0.03125, '2404247023': -0.004464286,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
2500.0,'2404247020': -0.42410713, '2404247023': -0.084821425,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
2525.0,'2404247020': -0.98214287, '2404247023': -0.54910713,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
2550.0,'2404247020': -0.084821425, '2404247023': -0.96428573,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 7,
2575.0,'2404247020': -0.20535715, '2404247023': -0.86160713,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2600.0,'2404247020': -0.09375, '2404247023': -1.1517857,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 8,
2625.0,'2404247020': -0.58928573, '2404247023': -0.91964287,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 6,
2650.0,'2404247020': -0.19196428, '2404247023': -0.14285715,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2675.0,'2404247020': -0.05357143, '2404247023': -0.58928573,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2700.0,'2404247020': -0.6785714, '2404247023': -0.49107143,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 2,
2725.0,'2404247020': -0.013392857, '2404247023': -0.68303573,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 5,
2750.0,'2404247020': -0.29017857, '2404247023': -0.875,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2775.0,'2404247020': -0.78571427, '2404247023': -0.59375,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
2800.0,'2404247020': -1.34375, '2404247023': -0.30357143,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
2825.0,'2404247020': -1.9017857, '2404247023': -0.9910714,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2850.0,'2404247020': -2.4598215, '2404247023': -1.875,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 10,
2875.0,'2404247020': 0.0, '2404247023': -2.517857,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 8,
2900.0,'2404247020': -0.071428575, '2404247023': -1.7901785,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
2925.0,'2404247020': -0.625, '2404247023': -1.2008928,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
2950.0,'2404247020': -0.09821428, '2404247023': -1.4375,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
2975.0,'2404247020': -0.49107143, '2404247023': -1.8839285,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
3000.0,'2404247020': -1.1339285, '2404247023': -2.330357,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 4,
3025.0,'2404247020': -2.0357144, '2404247023': -2.7767856,'2404247020': 4, '2404247023': 2,'2404247020': 10, '2404247023': 4,
3050.0,'2404247020': -3.4732144, '2404247023': -3.2232144,'2404247020': 9, '2404247023': 2,'2404247020': 15, '2404247023': 4,
3075.0,'2404247020': -2.794643, '2404247023': -3.669643,'2404247020': 9, '2404247023': 2,'2404247020': 13, '2404247023': 4,
3100.0,'2404247020': -4.0, '2404247023': -3.3839285,'2404247020': 10, '2404247023': 2,'2404247020': 14, '2404247023': 5,
3125.0,'2404247020': -3.40625, '2404247023': -3.7276785,'2404247020': 8, '2404247023': 3,'2404247020': 10, '2404247023': 5,
3150.0,'2404247020': -4.0, '2404247023': -0.36607143,'2404247020': 13, '2404247023': 2,'2404247020': 15, '2404247023': 6,
3175.0,'2404247020': -3.3526785, '2404247023': -0.65178573,'2404247020': 8, '2404247023': 2,'2404247020': 13, '2404247023': 4,
3200.0,'2404247020': -3.950893, '2404247023': -0.9151786,'2404247020': 12, '2404247023': 2,'2404247020': 15, '2404247023': 4,
3225.0,'2404247020': -4.0, '2404247023': -1.3571428,'2404247020': 10, '2404247023': 3,'2404247020': 15, '2404247023': 5,
3250.0,'2404247020': -4.0, '2404247023': -1.9151785,'2404247020': 13, '2404247023': 3,'2404247020': 19, '2404247023': 5,
3275.0,'2404247020': -4.0, '2404247023': -2.4732144,'2404247020': 16, '2404247023': 3,'2404247020': 22, '2404247023': 5,
3300.0,'2404247020': -4.0, '2404247023': -3.03125,'2404247020': 18, '2404247023': 3,'2404247020': 25, '2404247023': 5,
3325.0,'2404247020': -4.0, '2404247023': -3.799107,'2404247020': 19, '2404247023': 3,'2404247020': 26, '2404247023': 9,
3350.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 19, '2404247023': 3,'2404247020': 26, '2404247023': 11,
3375.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 19, '2404247023': 5,'2404247020': 26, '2404247023': 15,
3400.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 20, '2404247023': 6,'2404247020': 27, '2404247023': 16,
3425.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 6,'2404247020': 30, '2404247023': 17,
3450.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 7,'2404247020': 30, '2404247023': 18,
3475.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 7,'2404247020': 33, '2404247023': 18,
3500.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 7,'2404247020': 31, '2404247023': 18,
3525.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 7,'2404247020': 34, '2404247023': 18,
3550.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 21, '2404247023': 8,'2404247020': 34, '2404247023': 18,
3575.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 21, '2404247023': 8,'2404247020': 33, '2404247023': 17,
3600.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 17, '2404247023': 7,'2404247020': 30, '2404247023': 20,
