25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.026785715, '2404247023': -0.13392857,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -0.24553572, '2404247023': -0.4017857,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
100.0,'2404247020': -0.05357143, '2404247023': -0.29910713,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 6,
125.0,'2404247020': -0.30357143, '2404247023': -0.96875,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 6,
150.0,'2404247020': -0.73214287, '2404247023': -1.7857143,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
175.0,'2404247020': 0.0, '2404247023': -2.8973215,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 11,
200.0,'2404247020': -0.10714286, '2404247023': -4.0,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 15,
225.0,'2404247020': -0.41517857, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 17,
250.0,'2404247020': -0.15178572, '2404247023': -1.1875,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 6,
275.0,'2404247020': -0.2857143, '2404247023': -0.6875,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
300.0,'2404247020': -0.84375, '2404247023': -1.0401785,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
325.0,'2404247020': 0.0, '2404247023': -0.15625,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
350.0,'2404247020': -0.32142857, '2404247023': -0.26785713,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
375.0,'2404247020': -0.76785713, '2404247023': -0.77678573,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
400.0,'2404247020': -0.07589286, '2404247023': -1.3392857,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
425.0,'2404247020': -0.008928572, '2404247023': -2.4598215,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 11,
450.0,'2404247020': -0.24107143, '2404247023': -1.7366072,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 9,
475.0,'2404247020': -0.7276786, '2404247023': -2.7410715,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 9,
500.0,'2404247020': -0.017857144, '2404247023': -1.7098215,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
525.0,'2404247020': -0.116071425, '2404247023': -2.4776785,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 7,
550.0,'2404247020': -0.54464287, '2404247023': -1.8794643,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 5,
575.0,'2404247020': -1.1294643, '2404247023': -2.549107,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 6,
600.0,'2404247020': -1.7991072, '2404247023': -0.53571427,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
625.0,'2404247020': -2.46875, '2404247023': -1.8392857,'2404247020': 3, '2404247023': 5,'2404247020': 6, '2404247023': 15,
650.0,'2404247020': -0.017857144, '2404247023': -2.9776785,'2404247020': 1, '2404247023': 6,'2404247020': 1, '2404247023': 16,
675.0,'2404247020': -0.17410715, '2404247023': -3.09375,'2404247020': 2, '2404247023': 6,'2404247020': 2, '2404247023': 15,
700.0,'2404247020': -0.39732143, '2404247023': -1.8973215,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 12,
725.0,'2404247020': -0.09821428, '2404247023': -1.8125,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 9,
750.0,'2404247020': -0.084821425, '2404247023': -2.5089285,'2404247020': 2, '2404247023': 4,'2404247020': 2, '2404247023': 8,
775.0,'2404247020': -0.4375, '2404247023': -2.59375,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 8,
800.0,'2404247020': -0.9464286, '2404247023': -3.486607,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 8,
825.0,'2404247020': -1.5044643, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 8,
850.0,'2404247020': -0.03125, '2404247023': -4.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 13,
875.0,'2404247020': -0.30357143, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 14,
900.0,'2404247020': -0.03125, '2404247023': -4.0,'2404247020': 1, '2404247023': 6,'2404247020': 1, '2404247023': 16,
925.0,'2404247020': -0.03125, '2404247023': -4.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
950.0,'2404247020': -0.2767857, '2404247023': -2.705357,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
975.0,'2404247020': -0.8348214, '2404247023': -3.455357,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1000.0,'2404247020': -1.3928572, '2404247023': -4.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1025.0,'2404247020': -0.17857143, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 13,
1050.0,'2404247020': -0.42857143, '2404247023': -0.33035713,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 4,
1075.0,'2404247020': -0.084821425, '2404247023': -0.33482143,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1100.0,'2404247020': -0.21428572, '2404247023': -0.53571427,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
1125.0,'2404247020': -0.73660713, '2404247023': -0.85714287,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1150.0,'2404247020': -0.20089285, '2404247023': -1.4642857,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
1175.0,'2404247020': -0.12053572, '2404247023': -0.71428573,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1200.0,'2404247020': -0.38839287, '2404247023': -0.9598214,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
1225.0,'2404247020': -0.91964287, '2404247023': -1.5267857,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1250.0,'2404247020': -0.16964285, '2404247023': -1.7142857,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1275.0,'2404247020': -0.76785713, '2404247023': -1.9821428,'2404247020': 4, '2404247023': 2,'2404247020': 7, '2404247023': 5,
1300.0,'2404247020': -1.7321428, '2404247023': -2.5401785,'2404247020': 5, '2404247023': 2,'2404247020': 10, '2404247023': 5,
1325.0,'2404247020': -0.41517857, '2404247023': -0.17410715,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1350.0,'2404247020': -0.20089285, '2404247023': -0.3125,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1375.0,'2404247020': 0.0, '2404247023': -0.83035713,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
1400.0,'2404247020': -0.10714286, '2404247023': -0.59375,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
1425.0,'2404247020': -0.16071428, '2404247023': -1.0178572,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1450.0,'2404247020': -0.08035714, '2404247023': -1.53125,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 7,
1475.0,'2404247020': -0.23660715, '2404247023': -0.71428573,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 3,
1500.0,'2404247020': -0.13839285, '2404247023': -1.1294643,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
1525.0,'2404247020': -0.53125, '2404247023': -1.1428572,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1550.0,'2404247020': -0.23214285, '2404247023': -1.9955357,'2404247020': 1, '2404247023': 2,'2404247020': 4, '2404247023': 9,
1575.0,'2404247020': -0.93303573, '2404247023': -1.2098215,'2404247020': 3, '2404247023': 2,'2404247020': 10, '2404247023': 5,
1600.0,'2404247020': -0.20982143, '2404247023': -0.13839285,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1625.0,'2404247020': -0.70089287, '2404247023': -0.05357143,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
1650.0,'2404247020': -0.14732143, '2404247023': -0.25,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 5,
1675.0,'2404247020': -0.04017857, '2404247023': -0.875,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
1700.0,'2404247020': -0.33035713, '2404247023': -1.0803572,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1725.0,'2404247020': -0.98660713, '2404247023': -1.8883928,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 9,
1750.0,'2404247020': -1.8482143, '2404247023': -0.04464286,'2404247020': 4, '2404247023': 1,'2404247020': 9, '2404247023': 1,
1775.0,'2404247020': -0.14732143, '2404247023': -0.125,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1800.0,'2404247020': -0.48214287, '2404247023': -0.41964287,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1825.0,'2404247020': -0.013392857, '2404247023': -1.0714285,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
