25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.026785715, '2404247023': -0.08035714,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -0.13839285, '2404247023': -0.14732143,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
100.0,'2404247020': -0.57589287, '2404247023': -0.12053572,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
125.0,'2404247020': -1.1339285, '2404247023': -0.026785715,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
150.0,'2404247020': -1.6964285, '2404247023': -0.11160714,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
175.0,'2404247020': -2.25, '2404247023': -0.3392857,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
200.0,'2404247020': -2.8125, '2404247023': -0.76785713,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 7,
225.0,'2404247020': -0.15178572, '2404247023': -1.4598215,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 12,
250.0,'2404247020': -0.5714286, '2404247023': -2.9732144,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 15,
275.0,'2404247020': -1.0758928, '2404247023': -0.5089286,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 4,
300.0,'2404247020': -1.7232143, '2404247023': -0.63839287,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 4,
325.0,'2404247020': -2.392857, '2404247023': -0.4955357,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 4,
350.0,'2404247020': -3.107143, '2404247023': -0.15625,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 3,
375.0,'2404247020': -4.0, '2404247023': -0.18303572,'2404247020': 3, '2404247023': 1,'2404247020': 10, '2404247023': 2,
400.0,'2404247020': -0.05357143, '2404247023': -0.05357143,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
