25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.035714287, '2404247023': -0.102678575,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -0.026785715, '2404247023': -0.38392857,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
100.0,'2404247020': -0.12946428, '2404247023': -0.74553573,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 4,
125.0,'2404247020': -0.70535713, '2404247023': -1.2723215,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 6,
150.0,'2404247020': -0.14285715, '2404247023': -0.24107143,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 5,
175.0,'2404247020': -0.13392857, '2404247023': -0.4419643,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
200.0,'2404247020': -0.5535714, '2404247023': -0.94196427,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 6,
225.0,'2404247020': -0.07589286, '2404247023': -0.13392857,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
250.0,'2404247020': -0.102678575, '2404247023': -0.23660715,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
275.0,'2404247020': -0.5223214, '2404247023': -0.08035714,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
300.0,'2404247020': -0.084821425, '2404247023': -0.30357143,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
325.0,'2404247020': -0.19642857, '2404247023': -0.63839287,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
350.0,'2404247020': -0.2767857, '2404247023': -0.15178572,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
375.0,'2404247020': -0.125, '2404247023': -0.20982143,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
400.0,'2404247020': -0.02232143, '2404247023': -0.32142857,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
425.0,'2404247020': -0.116071425, '2404247023': -0.36607143,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
450.0,'2404247020': -0.09821428, '2404247023': -0.09375,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
475.0,'2404247020': -0.58035713, '2404247023': -0.07589286,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
500.0,'2404247020': -1.1383928, '2404247023': -0.32589287,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
525.0,'2404247020': -1.7008928, '2404247023': -0.84375,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 5,
550.0,'2404247020': -0.15625, '2404247023': -0.8973214,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
575.0,'2404247020': -0.084821425, '2404247023': -1.7053572,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
600.0,'2404247020': -0.3705357, '2404247023': -2.982143,'2404247020': 3, '2404247023': 5,'2404247020': 3, '2404247023': 13,
625.0,'2404247020': -0.7589286, '2404247023': -1.4866072,'2404247020': 3, '2404247023': 6,'2404247020': 5, '2404247023': 10,
650.0,'2404247020': -0.026785715, '2404247023': -1.8526785,'2404247020': 1, '2404247023': 6,'2404247020': 1, '2404247023': 8,
675.0,'2404247020': -0.20535715, '2404247023': -1.4553572,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 8,
700.0,'2404247020': -0.20982143, '2404247023': -1.71875,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 11,
725.0,'2404247020': -0.5401786, '2404247023': -2.2410715,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 11,
750.0,'2404247020': -0.15625, '2404247023': -2.4107144,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 8,
775.0,'2404247020': -0.16517857, '2404247023': -0.8035714,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
800.0,'2404247020': -0.08928572, '2404247023': -0.34375,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 6,
825.0,'2404247020': 0.0, '2404247023': -1.0267857,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
850.0,'2404247020': -0.013392857, '2404247023': -2.125,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 11,
875.0,'2404247020': -0.17857143, '2404247023': -0.14285715,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
900.0,'2404247020': 0.0, '2404247023': -0.32589287,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
925.0,'2404247020': -0.13839285, '2404247023': -0.7098214,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
950.0,'2404247020': -0.41517857, '2404247023': -0.56696427,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
975.0,'2404247020': -0.8035714, '2404247023': -0.93303573,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1000.0,'2404247020': -1.34375, '2404247023': -1.4732143,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1025.0,'2404247020': -1.9017857, '2404247023': -2.2901785,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 9,
1050.0,'2404247020': -0.28125, '2404247023': -2.5848215,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 5,
1075.0,'2404247020': -0.1875, '2404247023': -1.84375,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1100.0,'2404247020': -0.4642857, '2404247023': -2.267857,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
1125.0,'2404247020': -1.1875, '2404247023': -2.1785715,'2404247020': 5, '2404247023': 3,'2404247020': 11, '2404247023': 4,
1150.0,'2404247020': -1.1785715, '2404247023': -2.7857144,'2404247020': 3, '2404247023': 3,'2404247020': 10, '2404247023': 6,
1175.0,'2404247020': -1.28125, '2404247023': -0.18303572,'2404247020': 5, '2404247023': 1,'2404247020': 9, '2404247023': 2,
1200.0,'2404247020': -0.45535713, '2404247023': -0.66964287,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1225.0,'2404247020': -0.41517857, '2404247023': -0.42410713,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1250.0,'2404247020': -0.27232143, '2404247023': -0.76785713,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 7,
1275.0,'2404247020': -1.0133928, '2404247023': -0.9285714,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 6,
1300.0,'2404247020': -0.16071428, '2404247023': -1.0580357,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1325.0,'2404247020': -0.51339287, '2404247023': -0.91071427,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 7,
1350.0,'2404247020': -1.0089285, '2404247023': -1.1116072,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 9,
1375.0,'2404247020': 0.0, '2404247023': -1.3303572,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 8,
1400.0,'2404247020': -0.14285715, '2404247023': -0.73660713,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1425.0,'2404247020': -0.09375, '2404247023': -0.7098214,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 8,
1450.0,'2404247020': -0.54910713, '2404247023': -1.625,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 9,
1475.0,'2404247020': -1.3169643, '2404247023': -0.51785713,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 4,
1500.0,'2404247020': -2.46875, '2404247023': -0.66964287,'2404247020': 5, '2404247023': 2,'2404247020': 12, '2404247023': 3,
1525.0,'2404247020': -4.0, '2404247023': -1.0848215,'2404247020': 7, '2404247023': 2,'2404247020': 19, '2404247023': 4,
1550.0,'2404247020': -0.82589287, '2404247023': -1.53125,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
