25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
1675.0,'2404247020': -0.65625, '2404247023': -0.17410715,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 3,
1700.0,'2404247020': -1.1071428, '2404247023': 0.0,'2404247020': 3, '2404247023': 0,'2404247020': 5, '2404247023': 0,
1725.0,'2404247020': -1.6339285, '2404247023': -0.05357143,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
1750.0,'2404247020': -0.02232143, '2404247023': -0.4330357,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1775.0,'2404247020': -0.0625, '2404247023': -1.0044643,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1800.0,'2404247020': -0.2857143, '2404247023': -1.4151785,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 6,
1825.0,'2404247020': -0.013392857, '2404247023': -1.7946428,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
1850.0,'2404247020': -0.05357143, '2404247023': -2.5848215,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
1875.0,'2404247020': -0.36607143, '2404247023': -3.21875,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 8,
1900.0,'2404247020': -0.96875, '2404247023': -2.6026785,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 6,
1925.0,'2404247020': -1.6517857, '2404247023': -3.2142856,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 8,
1950.0,'2404247020': -0.3125, '2404247023': -2.4017856,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1975.0,'2404247020': -0.20535715, '2404247023': -2.3482144,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2000.0,'2404247020': -0.66964287, '2404247023': -2.6651785,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
2025.0,'2404247020': -1.4330357, '2404247023': -3.1964285,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 7,
2050.0,'2404247020': -1.0267857, '2404247023': -2.5848215,'2404247020': 5, '2404247023': 3,'2404247020': 11, '2404247023': 9,
2075.0,'2404247020': -2.5982144, '2404247023': -2.1875,'2404247020': 5, '2404247023': 2,'2404247020': 16, '2404247023': 4,
2100.0,'2404247020': -0.625, '2404247023': -0.87053573,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 4,
2125.0,'2404247020': -0.7901786, '2404247023': -0.1875,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2150.0,'2404247020': -1.3482143, '2404247023': -0.45089287,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
2175.0,'2404247020': -0.32589287, '2404247023': -0.79464287,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 6,
2200.0,'2404247020': -0.21875, '2404247023': -1.0089285,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 8,
2225.0,'2404247020': -0.75, '2404247023': -2.049107,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 10,
2250.0,'2404247020': -1.3080357, '2404247023': -3.107143,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 12,
2275.0,'2404247020': -0.058035713, '2404247023': -3.4910715,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 14,
2300.0,'2404247020': -0.19196428, '2404247023': -0.6964286,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2325.0,'2404247020': -0.64285713, '2404247023': -0.008928572,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2350.0,'2404247020': -1.1741072, '2404247023': -0.04464286,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2375.0,'2404247020': -0.0625, '2404247023': -0.4732143,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
2400.0,'2404247020': -0.23214285, '2404247023': -1.3839285,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 10,
2425.0,'2404247020': -0.4330357, '2404247023': -0.12053572,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2450.0,'2404247020': -0.76785713, '2404247023': -0.52678573,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2475.0,'2404247020': -1.1026785, '2404247023': -0.57589287,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
2500.0,'2404247020': 0.0, '2404247023': -1.0491072,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 8,
2525.0,'2404247020': -0.10714286, '2404247023': -0.7410714,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2550.0,'2404247020': -0.08928572, '2404247023': -0.9375,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
2575.0,'2404247020': -0.23214285, '2404247023': -0.7276786,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2600.0,'2404247020': -0.2767857, '2404247023': -0.52678573,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
2625.0,'2404247020': -0.86160713, '2404247023': -1.6071428,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 11,
2650.0,'2404247020': -0.116071425, '2404247023': -1.1294643,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2675.0,'2404247020': -0.39732143, '2404247023': -1.4196428,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 5,
2700.0,'2404247020': -1.2589285, '2404247023': -0.44642857,'2404247020': 3, '2404247023': 1,'2404247020': 8, '2404247023': 1,
2725.0,'2404247020': -0.04464286, '2404247023': -0.64285713,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2750.0,'2404247020': -0.13392857, '2404247023': -1.1294643,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2775.0,'2404247020': -0.54910713, '2404247023': -1.875,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 7,
2800.0,'2404247020': -0.013392857, '2404247023': -2.450893,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
2825.0,'2404247020': -0.28125, '2404247023': -3.419643,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 9,
2850.0,'2404247020': -0.8839286, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 11,
2875.0,'2404247020': -1.5535715, '2404247023': -3.080357,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
2900.0,'2404247020': -0.084821425, '2404247023': -3.7723215,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 7,
2925.0,'2404247020': -0.1875, '2404247023': -3.8482144,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 7,
2950.0,'2404247020': -0.45982143, '2404247023': -1.5625,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2975.0,'2404247020': -0.116071425, '2404247023': -2.09375,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
3000.0,'2404247020': -0.5401786, '2404247023': -2.6339285,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
3025.0,'2404247020': -1.0223215, '2404247023': -3.2276785,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
3050.0,'2404247020': -1.5803572, '2404247023': -4.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
3075.0,'2404247020': -2.138393, '2404247023': -2.8705356,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 9,
3100.0,'2404247020': -0.32589287, '2404247023': -0.4107143,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 4,
3125.0,'2404247020': -1.0758928, '2404247023': -0.4017857,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 5,
3150.0,'2404247020': -0.04464286, '2404247023': -0.90625,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
3175.0,'2404247020': -0.41517857, '2404247023': -1.7544643,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
3200.0,'2404247020': -0.12053572, '2404247023': -2.1919644,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
3225.0,'2404247020': -0.14732143, '2404247023': -1.4508928,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3250.0,'2404247020': -0.17410715, '2404247023': -1.9151785,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
3275.0,'2404247020': -0.11160714, '2404247023': -2.5714285,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 7,
3300.0,'2404247020': -0.16071428, '2404247023': -3.3526785,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 7,
3325.0,'2404247020': -0.60714287, '2404247023': -4.0,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 10,
3350.0,'2404247020': -1.2053572, '2404247023': -0.65178573,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 5,
3375.0,'2404247020': -1.875, '2404247023': -0.52678573,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 6,
3400.0,'2404247020': -2.5580356, '2404247023': -0.39732143,'2404247020': 2, '2404247023': 1,'2404247020': 7, '2404247023': 4,
3425.0,'2404247020': -0.78125, '2404247023': -0.6964286,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 5,
3450.0,'2404247020': -0.8035714, '2404247023': -0.39732143,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
3475.0,'2404247020': -0.13839285, '2404247023': -0.73660713,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 4,
3500.0,'2404247020': -0.19196428, '2404247023': -0.36607143,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 3,
3525.0,'2404247020': -0.63839287, '2404247023': -0.16071428,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 3,
3550.0,'2404247020': -0.3125, '2404247023': -0.06696428,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 2,
3575.0,'2404247020': -0.14285715, '2404247023': -0.48660713,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
3600.0,'2404247020': -0.42857143, '2404247023': -1.2321428,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 7,
