25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
2700.0,'2404247020': -0.6473214, '2404247023': -2.0044644,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 6,
2725.0,'2404247020': -0.23660715, '2404247023': -1.9017857,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
2750.0,'2404247020': -0.11160714, '2404247023': -0.16964285,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
2775.0,'2404247020': -0.07589286, '2404247023': -0.71875,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2800.0,'2404247020': -0.116071425, '2404247023': -1.5267857,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 9,
2825.0,'2404247020': -0.45982143, '2404247023': -1.6383928,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2850.0,'2404247020': -0.24553572, '2404247023': -2.4151785,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 10,
2875.0,'2404247020': -0.75446427, '2404247023': -0.116071425,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
2900.0,'2404247020': -0.07589286, '2404247023': -0.29464287,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2925.0,'2404247020': -0.004464286, '2404247023': -0.67410713,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
2950.0,'2404247020': -0.116071425, '2404247023': -1.34375,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
2975.0,'2404247020': -0.40625, '2404247023': -1.7410715,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
3000.0,'2404247020': -0.7410714, '2404247023': -0.15625,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
3025.0,'2404247020': -1.1205357, '2404247023': -0.55803573,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
3050.0,'2404247020': -1.5669643, '2404247023': -1.0267857,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
3075.0,'2404247020': -0.21428572, '2404247023': -0.97321427,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
3100.0,'2404247020': -0.8348214, '2404247023': -1.4955357,'2404247020': 2, '2404247023': 3,'2404247020': 7, '2404247023': 6,
3125.0,'2404247020': -1.7991072, '2404247023': -0.90178573,'2404247020': 3, '2404247023': 2,'2404247020': 12, '2404247023': 4,
3150.0,'2404247020': -0.04910714, '2404247023': -1.2857143,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3175.0,'2404247020': -0.4375, '2404247023': -1.6339285,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
3200.0,'2404247020': -0.8839286, '2404247023': -2.080357,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
3225.0,'2404247020': -1.46875, '2404247023': -0.9910714,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
3250.0,'2404247020': -0.16964285, '2404247023': -0.39285713,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 5,
3275.0,'2404247020': -0.013392857, '2404247023': -1.0491072,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
3300.0,'2404247020': -0.08928572, '2404247023': -0.84821427,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
3325.0,'2404247020': -0.42410713, '2404247023': -0.2544643,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 4,
3350.0,'2404247020': -0.83035713, '2404247023': -0.5535714,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
3375.0,'2404247020': -1.3571428, '2404247023': -0.33035713,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
3400.0,'2404247020': -0.2544643, '2404247023': -0.3392857,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
3425.0,'2404247020': -0.7723214, '2404247023': -0.64285713,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
3450.0,'2404247020': -0.0625, '2404247023': -1.2991072,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 9,
3475.0,'2404247020': -0.16071428, '2404247023': -0.07589286,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
3500.0,'2404247020': -0.80803573, '2404247023': -0.14285715,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
3525.0,'2404247020': -0.09375, '2404247023': -0.10714286,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
3550.0,'2404247020': -0.5, '2404247023': -0.36160713,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 3,
3575.0,'2404247020': -0.16071428, '2404247023': -0.86160713,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3600.0,'2404247020': -0.45089287, '2404247023': -1.7410715,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 8,
