25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.06696428, '2404247023': -0.008928572,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
75.0,'2404247020': 0.0, '2404247023': -0.42410713,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
100.0,'2404247020': -0.116071425, '2404247023': -0.035714287,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
125.0,'2404247020': -0.6339286, '2404247023': -0.026785715,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
150.0,'2404247020': -0.09821428, '2404247023': -0.27232143,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 5,
175.0,'2404247020': -0.026785715, '2404247023': -0.83035713,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 5,
200.0,'2404247020': -0.23214285, '2404247023': -1.5535715,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 8,
225.0,'2404247020': -0.63839287, '2404247023': -2.049107,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
250.0,'2404247020': -0.08035714, '2404247023': -0.017857144,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
275.0,'2404247020': -0.102678575, '2404247023': -0.20535715,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
300.0,'2404247020': -0.46875, '2404247023': 0.0,'2404247020': 3, '2404247023': 0,'2404247020': 4, '2404247023': 0,
325.0,'2404247020': -1.0580357, '2404247023': -0.11160714,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
350.0,'2404247020': -0.035714287, '2404247023': -0.54910713,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
375.0,'2404247020': -0.06696428, '2404247023': -0.70535713,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 7,
400.0,'2404247020': -0.5, '2404247023': -1.1473215,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
425.0,'2404247020': -0.20089285, '2404247023': -1.0892857,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
450.0,'2404247020': -0.16071428, '2404247023': -1.6071428,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
475.0,'2404247020': -0.13839285, '2404247023': -1.9776785,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
500.0,'2404247020': -0.058035713, '2404247023': -0.13839285,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
525.0,'2404247020': -0.18303572, '2404247023': -0.54464287,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
550.0,'2404247020': -0.625, '2404247023': -1.0446428,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
575.0,'2404247020': -1.1696428, '2404247023': -0.26339287,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
600.0,'2404247020': 0.0, '2404247023': -0.5223214,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
625.0,'2404247020': -0.20982143, '2404247023': -1.2589285,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
650.0,'2404247020': -0.7098214, '2404247023': -1.8169643,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 9,
675.0,'2404247020': -1.2678572, '2404247023': -1.5223215,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 8,
700.0,'2404247020': -0.15178572, '2404247023': -2.4151785,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 8,
725.0,'2404247020': -0.11160714, '2404247023': -2.34375,'2404247020': 2, '2404247023': 4,'2404247020': 2, '2404247023': 11,
750.0,'2404247020': -0.4017857, '2404247023': -3.625,'2404247020': 3, '2404247023': 4,'2404247020': 3, '2404247023': 13,
775.0,'2404247020': -0.06696428, '2404247023': -3.299107,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 12,
800.0,'2404247020': -0.20982143, '2404247023': -2.6160715,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
825.0,'2404247020': -0.12946428, '2404247023': -3.4151785,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 8,
850.0,'2404247020': -0.49107143, '2404247023': -1.4017857,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
875.0,'2404247020': -0.25892857, '2404247023': -0.2857143,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
900.0,'2404247020': -0.70535713, '2404247023': -0.54910713,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
925.0,'2404247020': -1.1919643, '2404247023': -0.92410713,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 7,
950.0,'2404247020': -1.75, '2404247023': -1.4910715,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 6,
975.0,'2404247020': -0.17857143, '2404247023': -2.1607144,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1000.0,'2404247020': -0.23214285, '2404247023': -0.96875,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
1025.0,'2404247020': -0.24553572, '2404247023': -1.3303572,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
1050.0,'2404247020': -0.80803573, '2404247023': -1.5669643,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 4,
1075.0,'2404247020': -1.8705357, '2404247023': -2.0267856,'2404247020': 4, '2404247023': 2,'2404247020': 10, '2404247023': 5,
1100.0,'2404247020': -0.10714286, '2404247023': -2.5892856,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1125.0,'2404247020': -0.24107143, '2404247023': -0.5848214,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1150.0,'2404247020': -0.116071425, '2404247023': -1.1428572,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1175.0,'2404247020': -0.04017857, '2404247023': -0.98660713,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1200.0,'2404247020': -0.13392857, '2404247023': -0.65178573,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
1225.0,'2404247020': -0.67410713, '2404247023': -0.45982143,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1250.0,'2404247020': -1.2321428, '2404247023': -0.5848214,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1275.0,'2404247020': -0.2544643, '2404247023': -0.63839287,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1300.0,'2404247020': -0.4330357, '2404247023': -0.90178573,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1325.0,'2404247020': -0.7276786, '2404247023': -1.2946428,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1350.0,'2404247020': -1.3526785, '2404247023': -2.357143,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 12,
1375.0,'2404247020': 0.0, '2404247023': -0.8348214,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
1400.0,'2404247020': -0.12946428, '2404247023': -1.28125,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1425.0,'2404247020': -0.5, '2404247023': -0.46875,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1450.0,'2404247020': -0.11160714, '2404247023': -0.83928573,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1475.0,'2404247020': -0.17857143, '2404247023': -1.0982143,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1500.0,'2404247020': -0.75446427, '2404247023': -1.4553572,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
1525.0,'2404247020': -1.8928572, '2404247023': -0.15625,'2404247020': 5, '2404247023': 1,'2404247020': 14, '2404247023': 3,
1550.0,'2404247020': -0.52678573, '2404247023': -0.19642857,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1575.0,'2404247020': -0.18303572, '2404247023': -0.42410713,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1600.0,'2404247020': -0.78125, '2404247023': -0.98214287,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
1625.0,'2404247020': -0.29464287, '2404247023': -0.4955357,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 5,
1650.0,'2404247020': 0.0, '2404247023': -1.0580357,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 7,
1675.0,'2404247020': -0.10714286, '2404247023': -0.91071427,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1700.0,'2404247020': -0.82589287, '2404247023': 0.0,'2404247020': 4, '2404247023': 0,'2404247020': 9, '2404247023': 0,
1725.0,'2404247020': -1.9598215, '2404247023': 0.0,'2404247020': 5, '2404247023': 0,'2404247020': 11, '2404247023': 0,
1750.0,'2404247020': -0.36160713, '2404247023': -0.29464287,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 4,
1775.0,'2404247020': -0.48214287, '2404247023': -0.45089287,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1800.0,'2404247020': -0.08035714, '2404247023': -0.49107143,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1825.0,'2404247020': -0.20982143, '2404247023': -1.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1850.0,'2404247020': -0.58928573, '2404247023': -1.5580357,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1875.0,'2404247020': 0.0, '2404247023': -2.1785715,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
1900.0,'2404247020': -0.17857143, '2404247023': -1.65625,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1925.0,'2404247020': -0.70535713, '2404247023': -0.25,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
1950.0,'2404247020': -0.42857143, '2404247023': -0.9776786,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 8,
1975.0,'2404247020': -1.0044643, '2404247023': -1.9196428,'2404247020': 3, '2404247023': 3,'2404247020': 8, '2404247023': 9,
2000.0,'2404247020': -1.9196428, '2404247023': -1.9017857,'2404247020': 3, '2404247023': 3,'2404247020': 9, '2404247023': 7,
2025.0,'2404247020': -3.1339285, '2404247023': -2.8125,'2404247020': 4, '2404247023': 4,'2404247020': 13, '2404247023': 9,
2050.0,'2404247020': -0.013392857, '2404247023': -3.9598215,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 12,
2075.0,'2404247020': -0.026785715, '2404247023': -4.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 14,
2100.0,'2404247020': -0.125, '2404247023': -0.7276786,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2125.0,'2404247020': -0.1875, '2404247023': -0.084821425,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
2150.0,'2404247020': -0.6473214, '2404247023': -0.23660715,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
2175.0,'2404247020': -1.2053572, '2404247023': -0.03125,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
2200.0,'2404247020': -1.78125, '2404247023': -0.3392857,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 3,
2225.0,'2404247020': -0.13839285, '2404247023': -0.30357143,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2250.0,'2404247020': 0.0, '2404247023': -0.69196427,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
2275.0,'2404247020': -0.10714286, '2404247023': -1.3883928,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
2300.0,'2404247020': -0.116071425, '2404247023': -2.392857,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 10,
2325.0,'2404247020': -0.07589286, '2404247023': 0.0,'2404247020': 2, '2404247023': 0,'2404247020': 2, '2404247023': 0,
2350.0,'2404247020': -0.3705357, '2404247023': -0.125,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2375.0,'2404247020': -0.06696428, '2404247023': -0.71875,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 9,
2400.0,'2404247020': -0.09375, '2404247023': -0.75,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2425.0,'2404247020': -0.5401786, '2404247023': -0.116071425,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2450.0,'2404247020': -0.98660713, '2404247023': -0.5,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 5,
2475.0,'2404247020': -0.10714286, '2404247023': -0.58035713,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
2500.0,'2404247020': 0.0, '2404247023': -1.4330357,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 8,
2525.0,'2404247020': -0.21428572, '2404247023': -2.4464285,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 10,
2550.0,'2404247020': -0.66071427, '2404247023': -3.1205356,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 11,
2575.0,'2404247020': -1.1741072, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 12,
2600.0,'2404247020': -0.12053572, '2404247023': -4.0,'2404247020': 1, '2404247023': 6,'2404247020': 3, '2404247023': 17,
2625.0,'2404247020': -0.63839287, '2404247023': -3.8839285,'2404247020': 2, '2404247023': 4,'2404247020': 6, '2404247023': 13,
2650.0,'2404247020': -0.25892857, '2404247023': -3.3080356,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 10,
2675.0,'2404247020': -0.03125, '2404247023': -3.513393,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 10,
