25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.05357143, '2404247023': -0.11160714,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
75.0,'2404247020': -0.48214287, '2404247023': -0.1875,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
100.0,'2404247020': -0.9285714, '2404247023': -0.23214285,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
125.0,'2404247020': -0.13839285, '2404247023': -0.5625,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
150.0,'2404247020': -0.008928572, '2404247023': -1.4017857,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 9,
175.0,'2404247020': -0.27232143, '2404247023': -0.026785715,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
200.0,'2404247020': -0.035714287, '2404247023': -0.25,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
225.0,'2404247020': -0.08035714, '2404247023': -0.33482143,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
250.0,'2404247020': -0.21875, '2404247023': -0.5535714,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
275.0,'2404247020': -0.8214286, '2404247023': -1.0625,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
300.0,'2404247020': -1.4910715, '2404247023': -0.116071425,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
325.0,'2404247020': -2.1607144, '2404247023': -0.23660715,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
350.0,'2404247020': -2.830357, '2404247023': -0.70089287,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
375.0,'2404247020': -3.5, '2404247023': -1.5223215,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 9,
400.0,'2404247020': -4.0, '2404247023': -2.7767856,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 12,
425.0,'2404247020': -0.12053572, '2404247023': -2.700893,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 14,
450.0,'2404247020': -0.17410715, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 4, '2404247023': 17,
475.0,'2404247020': -0.6651786, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 15,
500.0,'2404247020': -1.2232143, '2404247023': -4.0,'2404247020': 2, '2404247023': 6,'2404247020': 5, '2404247023': 15,
525.0,'2404247020': -0.09375, '2404247023': -4.0,'2404247020': 1, '2404247023': 6,'2404247020': 2, '2404247023': 17,
550.0,'2404247020': -0.23660715, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 14,
575.0,'2404247020': -0.79464287, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 14,
600.0,'2404247020': -1.3526785, '2404247023': -4.0,'2404247020': 2, '2404247023': 7,'2404247020': 5, '2404247023': 18,
625.0,'2404247020': -2.080357, '2404247023': -4.0,'2404247020': 3, '2404247023': 9,'2404247020': 7, '2404247023': 24,
650.0,'2404247020': -2.861607, '2404247023': -4.0,'2404247020': 3, '2404247023': 11,'2404247020': 7, '2404247023': 26,
