25.0,'2404247020': -0.026785715, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
400.0,'2404247020': 0.0, '2404247023': -1.7901785,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 9,
425.0,'2404247020': -0.19196428, '2404247023': -1.28125,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 4,
450.0,'2404247020': -0.66071427, '2404247023': -1.7455357,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 5,
475.0,'2404247020': -1.2589285, '2404247023': -2.4017856,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
500.0,'2404247020': -1.9330357, '2404247023': -3.25,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 9,
525.0,'2404247020': -0.21875, '2404247023': -4.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 13,
550.0,'2404247020': -0.6785714, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 11,
575.0,'2404247020': -1.3482143, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 11,
600.0,'2404247020': -0.102678575, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 10,
625.0,'2404247020': -0.51339287, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 11,
650.0,'2404247020': -0.21428572, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 15,
675.0,'2404247020': -0.45535713, '2404247023': -0.59375,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 6,
700.0,'2404247020': -0.87946427, '2404247023': -1.0089285,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 7,
725.0,'2404247020': -0.10714286, '2404247023': -0.6339286,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 5,
750.0,'2404247020': -0.35714287, '2404247023': -0.81696427,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 5,
775.0,'2404247020': -0.13392857, '2404247023': -0.59821427,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
800.0,'2404247020': -0.54464287, '2404247023': -0.13392857,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 2,
825.0,'2404247020': -1.0758928, '2404247023': -0.017857144,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
850.0,'2404247020': -0.03125, '2404247023': -0.38839287,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 6,
875.0,'2404247020': -0.12946428, '2404247023': -1.1651785,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
900.0,'2404247020': -0.4375, '2404247023': -1.09375,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
925.0,'2404247020': -0.9464286, '2404247023': -0.3125,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
950.0,'2404247020': 0.0, '2404247023': -0.14285715,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 5,
975.0,'2404247020': -0.25, '2404247023': -0.24553572,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 3,
1000.0,'2404247020': -0.96428573, '2404247023': -0.4017857,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
1025.0,'2404247020': -1.9285715, '2404247023': -0.95535713,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 6,
1050.0,'2404247020': 0.0, '2404247023': -1.8035715,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 9,
1075.0,'2404247020': 0.0, '2404247023': -2.8348215,'2404247020': 0, '2404247023': 4,'2404247020': 0, '2404247023': 11,
1100.0,'2404247020': -0.035714287, '2404247023': -4.0,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 12,
1125.0,'2404247020': -0.35714287, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 13,
1150.0,'2404247020': -0.8035714, '2404247023': -1.4151785,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1175.0,'2404247020': -1.25, '2404247023': -1.6160715,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
1200.0,'2404247020': -1.71875, '2404247023': -1.4553572,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1225.0,'2404247020': -0.10714286, '2404247023': -2.28125,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 12,
1250.0,'2404247020': -0.7098214, '2404247023': -1.5892857,'2404247020': 3, '2404247023': 3,'2404247020': 8, '2404247023': 7,
1275.0,'2404247020': -0.20089285, '2404247023': -0.54464287,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1300.0,'2404247020': -0.7589286, '2404247023': -1.0848215,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1325.0,'2404247020': -0.08035714, '2404247023': -1.0178572,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 8,
1350.0,'2404247020': -0.35714287, '2404247023': -1.4330357,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 7,
1375.0,'2404247020': -0.008928572, '2404247023': -2.0714285,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
1400.0,'2404247020': -0.125, '2404247023': -1.9910715,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 9,
1425.0,'2404247020': -0.5401786, '2404247023': -2.0714285,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
1450.0,'2404247020': -1.2098215, '2404247023': -2.2142856,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 11,
1475.0,'2404247020': -1.8794643, '2404247023': -3.2276785,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 10,
1500.0,'2404247020': -2.549107, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 12,
1525.0,'2404247020': -3.21875, '2404247023': -1.4866072,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1550.0,'2404247020': -0.20089285, '2404247023': -1.84375,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 8,
1575.0,'2404247020': -0.19196428, '2404247023': -0.77678573,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 9,
1600.0,'2404247020': -0.75, '2404247023': -1.4776785,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1625.0,'2404247020': -1.3080357, '2404247023': -1.7410715,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1650.0,'2404247020': -1.8660715, '2404247023': -2.3973215,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
1675.0,'2404247020': -0.102678575, '2404247023': -0.13839285,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1700.0,'2404247020': -0.17857143, '2404247023': -0.23660715,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
1725.0,'2404247020': -0.4955357, '2404247023': -0.70535713,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1750.0,'2404247020': -0.83928573, '2404247023': -0.10714286,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
1775.0,'2404247020': -1.2857143, '2404247023': -0.5625,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1800.0,'2404247020': -1.7321428, '2404247023': -1.2410715,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 7,
1825.0,'2404247020': -2.1785715, '2404247023': -2.107143,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 9,
1850.0,'2404247020': -2.736607, '2404247023': -3.1473215,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 10,
1875.0,'2404247020': -0.004464286, '2404247023': -4.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 13,
1900.0,'2404247020': -0.2544643, '2404247023': -3.4330356,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 7,
1925.0,'2404247020': -0.94196427, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 8, '2404247023': 11,
1950.0,'2404247020': -1.1116072, '2404247023': -4.0,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 8,
1975.0,'2404247020': -2.392857, '2404247023': -4.0,'2404247020': 5, '2404247023': 2,'2404247020': 12, '2404247023': 4,
2000.0,'2404247020': -3.861607, '2404247023': -4.0,'2404247020': 5, '2404247023': 2,'2404247020': 15, '2404247023': 5,
2025.0,'2404247020': -3.1473215, '2404247023': -0.21428572,'2404247020': 4, '2404247023': 1,'2404247020': 9, '2404247023': 3,
2050.0,'2404247020': -2.232143, '2404247023': -0.7723214,'2404247020': 6, '2404247023': 2,'2404247020': 11, '2404247023': 8,
2075.0,'2404247020': -1.9866072, '2404247023': -0.58035713,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 4,
2100.0,'2404247020': -0.3794643, '2404247023': -0.63839287,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
2125.0,'2404247020': -0.9375, '2404247023': -0.9910714,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
2150.0,'2404247020': -0.04910714, '2404247023': -1.5089285,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 7,
2175.0,'2404247020': -0.05357143, '2404247023': -0.62053573,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 5,
2200.0,'2404247020': -0.08035714, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
2225.0,'2404247020': -0.12053572, '2404247023': -0.09821428,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
2250.0,'2404247020': -0.5625, '2404247023': -0.26339287,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 3,
2275.0,'2404247020': -1.09375, '2404247023': -0.2767857,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
2300.0,'2404247020': -1.7633928, '2404247023': -0.5848214,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 4,
2325.0,'2404247020': -2.4375, '2404247023': -1.0401785,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
2350.0,'2404247020': -0.26339287, '2404247023': -0.375,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2375.0,'2404247020': -0.084821425, '2404247023': -0.875,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 8,
2400.0,'2404247020': -0.36160713, '2404247023': -0.084821425,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2425.0,'2404247020': -0.91964287, '2404247023': -0.3125,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
2450.0,'2404247020': -0.24553572, '2404247023': -0.058035713,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
2475.0,'2404247020': -0.13839285, '2404247023': -0.125,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
2500.0,'2404247020': -0.4642857, '2404247023': -0.58928573,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2525.0,'2404247020': -0.116071425, '2404247023': -0.7410714,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
2550.0,'2404247020': -0.25, '2404247023': -0.63839287,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2575.0,'2404247020': -0.64285713, '2404247023': -1.2946428,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 7,
2600.0,'2404247020': -1.0892857, '2404247023': -1.6919643,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 7,
2625.0,'2404247020': -1.5357143, '2404247023': -2.5625,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2650.0,'2404247020': -0.12946428, '2404247023': -1.8348215,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2675.0,'2404247020': -0.23214285, '2404247023': -1.1830357,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2700.0,'2404247020': -0.07589286, '2404247023': -1.6160715,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
2725.0,'2404247020': -0.04910714, '2404247023': -1.7008928,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 5,
2750.0,'2404247020': -0.11160714, '2404247023': -2.2589285,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
2775.0,'2404247020': -0.04464286, '2404247023': -2.3839285,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
2800.0,'2404247020': -0.11160714, '2404247023': -2.892857,'2404247020': 1, '2404247023': 3,'2404247020': 4, '2404247023': 6,
2825.0,'2404247020': -0.38392857, '2404247023': -3.5625,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 6,
2850.0,'2404247020': -0.78125, '2404247023': -3.59375,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 6,
2875.0,'2404247020': -1.3526785, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
2900.0,'2404247020': -1.4910715, '2404247023': -0.48660713,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
2925.0,'2404247020': -2.1607144, '2404247023': -1.2857143,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 9,
2950.0,'2404247020': -2.830357, '2404247023': -2.3660715,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 10,
2975.0,'2404247020': -3.5, '2404247023': -3.5223215,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 11,
3000.0,'2404247020': -0.89285713, '2404247023': -4.0,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 11,
3025.0,'2404247020': -0.46875, '2404247023': -3.924107,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 11,
3050.0,'2404247020': -1.3080357, '2404247023': -3.40625,'2404247020': 5, '2404247023': 3,'2404247020': 10, '2404247023': 7,
3075.0,'2404247020': -1.7455357, '2404247023': -2.0714285,'2404247020': 5, '2404247023': 2,'2404247020': 10, '2404247023': 4,
3100.0,'2404247020': -2.9375, '2404247023': -0.61160713,'2404247020': 6, '2404247023': 2,'2404247020': 12, '2404247023': 4,
3125.0,'2404247020': -0.42410713, '2404247023': -1.15625,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
3150.0,'2404247020': -0.70535713, '2404247023': -1.6116072,'2404247020': 4, '2404247023': 3,'2404247020': 7, '2404247023': 5,
3175.0,'2404247020': -1.1875, '2404247023': -2.2544644,'2404247020': 5, '2404247023': 3,'2404247020': 7, '2404247023': 6,
3200.0,'2404247020': -2.174107, '2404247023': -2.080357,'2404247020': 5, '2404247023': 3,'2404247020': 10, '2404247023': 5,
3225.0,'2404247020': -1.2053572, '2404247023': -2.71875,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 6,
3250.0,'2404247020': -1.71875, '2404247023': -1.2946428,'2404247020': 4, '2404247023': 2,'2404247020': 10, '2404247023': 5,
3275.0,'2404247020': -1.78125, '2404247023': -1.3928572,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 5,
3300.0,'2404247020': -0.6785714, '2404247023': -1.3928572,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
3325.0,'2404247020': -1.2321428, '2404247023': -2.4017856,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 12,
3350.0,'2404247020': -1.875, '2404247023': -3.888393,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 14,
3375.0,'2404247020': -2.544643, '2404247023': -3.5892856,'2404247020': 3, '2404247023': 5,'2404247020': 6, '2404247023': 13,
3400.0,'2404247020': -3.2142856, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 6, '2404247023': 14,
3425.0,'2404247020': -3.8839285, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 15,
3450.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 16,
3475.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 16,
3500.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 16,
3525.0,'2404247020': -0.08035714, '2404247023': -4.0,'2404247020': 2, '2404247023': 7,'2404247020': 3, '2404247023': 17,
3550.0,'2404247020': -0.8035714, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 8, '2404247023': 14,
3575.0,'2404247020': -1.1875, '2404247023': -4.0,'2404247020': 4, '2404247023': 5,'2404247020': 8, '2404247023': 13,
3600.0,'2404247020': -0.34375, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 16,
