25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.02232143, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
75.0,'2404247020': -0.15625, '2404247023': -0.04910714,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
100.0,'2404247020': -0.52678573, '2404247023': -0.05357143,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
125.0,'2404247020': -0.20535715, '2404247023': -0.32589287,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
150.0,'2404247020': -0.6473214, '2404247023': -0.1875,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 3,
175.0,'2404247020': -1.0892857, '2404247023': -0.16071428,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
200.0,'2404247020': 0.0, '2404247023': -0.6339286,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 8,
225.0,'2404247020': -0.09821428, '2404247023': -0.04910714,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
250.0,'2404247020': -0.09375, '2404247023': -0.16964285,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
275.0,'2404247020': -0.20535715, '2404247023': -0.47767857,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
300.0,'2404247020': -0.4017857, '2404247023': -0.10714286,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
325.0,'2404247020': -0.1875, '2404247023': -0.18303572,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
350.0,'2404247020': -0.6339286, '2404247023': -0.116071425,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
375.0,'2404247020': -0.02232143, '2404247023': -0.21875,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
400.0,'2404247020': -0.04017857, '2404247023': -0.4330357,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
425.0,'2404247020': -0.10714286, '2404247023': -0.76785713,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
450.0,'2404247020': -0.12946428, '2404247023': -1.2098215,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
475.0,'2404247020': -0.50446427, '2404247023': -1.7455357,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
500.0,'2404247020': -0.95535713, '2404247023': -0.17410715,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 3,
525.0,'2404247020': -0.21428572, '2404247023': -0.12946428,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
550.0,'2404247020': 0.0, '2404247023': -0.49107143,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 4,
575.0,'2404247020': -0.102678575, '2404247023': -1.1205357,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
600.0,'2404247020': 0.0, '2404247023': -0.64285713,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
625.0,'2404247020': 0.0, '2404247023': -0.96875,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 5,
650.0,'2404247020': -0.13392857, '2404247023': -0.5625,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
675.0,'2404247020': -0.05357143, '2404247023': -0.6875,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
700.0,'2404247020': -0.125, '2404247023': -0.084821425,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
725.0,'2404247020': -0.116071425, '2404247023': -0.54464287,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
750.0,'2404247020': -0.14732143, '2404247023': -1.1026785,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
775.0,'2404247020': -0.4955357, '2404247023': -1.6607143,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
800.0,'2404247020': -1.0535715, '2404247023': -0.12946428,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
825.0,'2404247020': -0.13392857, '2404247023': -0.4419643,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
850.0,'2404247020': -0.017857144, '2404247023': -1.2455357,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 9,
875.0,'2404247020': -0.2544643, '2404247023': -2.25,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 9,
900.0,'2404247020': -0.63839287, '2404247023': -0.28125,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
925.0,'2404247020': -0.03125, '2404247023': -0.83928573,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
950.0,'2404247020': -0.14285715, '2404247023': -0.0625,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
975.0,'2404247020': -0.38839287, '2404247023': -0.625,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1000.0,'2404247020': -1.1116072, '2404247023': -0.48214287,'2404247020': 3, '2404247023': 1,'2404247020': 8, '2404247023': 3,
1025.0,'2404247020': -0.10714286, '2404247023': -0.071428575,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
1050.0,'2404247020': -0.22767857, '2404247023': -0.47767857,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1075.0,'2404247020': 0.0, '2404247023': -0.44642857,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
1100.0,'2404247020': -0.13839285, '2404247023': -0.4642857,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1125.0,'2404247020': -0.5714286, '2404247023': -0.06696428,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
1150.0,'2404247020': -1.1294643, '2404247023': -0.52678573,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1175.0,'2404247020': -0.05357143, '2404247023': -0.75,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1200.0,'2404247020': -0.5401786, '2404247023': -0.99553573,'2404247020': 1, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1225.0,'2404247020': -1.3883928, '2404247023': -0.96428573,'2404247020': 2, '2404247023': 2,'2404247020': 9, '2404247023': 4,
1250.0,'2404247020': -0.23660715, '2404247023': -1.4107143,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1275.0,'2404247020': -0.2544643, '2404247023': -0.79910713,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
1300.0,'2404247020': -0.09821428, '2404247023': -1.2901785,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1325.0,'2404247020': -0.4955357, '2404247023': -0.5848214,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
1350.0,'2404247020': -0.102678575, '2404247023': -0.64285713,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1375.0,'2404247020': -0.09375, '2404247023': -0.875,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1400.0,'2404247020': -0.017857144, '2404247023': -1.5446428,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
1425.0,'2404247020': -0.28125, '2404247023': -1.6517857,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1450.0,'2404247020': -0.79910713, '2404247023': -0.52678573,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 6,
1475.0,'2404247020': -0.14285715, '2404247023': -1.2544643,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1500.0,'2404247020': -0.26785713, '2404247023': -1.2857143,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1525.0,'2404247020': -0.09821428, '2404247023': -1.9553572,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1550.0,'2404247020': -0.32142857, '2404247023': -0.26785713,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1575.0,'2404247020': -0.08928572, '2404247023': -0.32589287,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
1600.0,'2404247020': -0.12053572, '2404247023': -0.39285713,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
1625.0,'2404247020': -0.5089286, '2404247023': -0.11160714,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1650.0,'2404247020': -0.95535713, '2404247023': -0.39285713,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 4,
1675.0,'2404247020': -1.5089285, '2404247023': -1.0357143,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 7,
1700.0,'2404247020': -0.32142857, '2404247023': -0.60714287,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1725.0,'2404247020': -1.1116072, '2404247023': -0.625,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 3,
1750.0,'2404247020': -0.058035713, '2404247023': -0.75446427,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 2,
1775.0,'2404247020': -0.06696428, '2404247023': -1.2366072,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 5,
1800.0,'2404247020': -0.2544643, '2404247023': -0.2544643,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1825.0,'2404247020': -0.66071427, '2404247023': -0.6964286,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1850.0,'2404247020': -1.375, '2404247023': -1.2544643,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 5,
1875.0,'2404247020': -0.1875, '2404247023': -0.8526786,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1900.0,'2404247020': -0.24553572, '2404247023': -0.54910713,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 5,
1925.0,'2404247020': -0.98214287, '2404247023': -0.6785714,'2404247020': 3, '2404247023': 3,'2404247020': 8, '2404247023': 6,
1950.0,'2404247020': -1.9732143, '2404247023': -0.51339287,'2404247020': 4, '2404247023': 2,'2404247020': 11, '2404247023': 4,
1975.0,'2404247020': -0.05357143, '2404247023': -0.21428572,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
2000.0,'2404247020': -0.102678575, '2404247023': -0.56696427,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2025.0,'2404247020': -0.084821425, '2404247023': -0.42410713,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
2050.0,'2404247020': -0.12946428, '2404247023': -0.4732143,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2075.0,'2404247020': -0.084821425, '2404247023': -0.39285713,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2100.0,'2404247020': -0.45089287, '2404247023': -0.20535715,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
2125.0,'2404247020': -0.20982143, '2404247023': -0.18303572,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
2150.0,'2404247020': -0.19642857, '2404247023': -0.02232143,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
2175.0,'2404247020': -0.16071428, '2404247023': -0.18303572,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
2200.0,'2404247020': -0.08928572, '2404247023': -0.23660715,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
2225.0,'2404247020': -0.5, '2404247023': -0.38392857,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2250.0,'2404247020': -0.29464287, '2404247023': -0.15625,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2275.0,'2404247020': -0.78125, '2404247023': -0.32142857,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
2300.0,'2404247020': -0.04910714, '2404247023': -0.78125,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2325.0,'2404247020': -0.15625, '2404247023': -1.3973215,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2350.0,'2404247020': -0.69196427, '2404247023': -2.0892856,'2404247020': 1, '2404247023': 3,'2404247020': 5, '2404247023': 7,
2375.0,'2404247020': -1.3258928, '2404247023': -2.8705356,'2404247020': 2, '2404247023': 3,'2404247020': 7, '2404247023': 7,
2400.0,'2404247020': -0.09821428, '2404247023': -0.09821428,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
2425.0,'2404247020': -0.12053572, '2404247023': -0.17857143,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2450.0,'2404247020': -0.84375, '2404247023': 0.0,'2404247020': 2, '2404247023': 0,'2404247020': 8, '2404247023': 0,
2475.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
2500.0,'2404247020': -0.26785713, '2404247023': -0.03125,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
2525.0,'2404247020': -0.09375, '2404247023': -0.42857143,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
2550.0,'2404247020': -0.29017857, '2404247023': -0.35714287,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
2575.0,'2404247020': -0.5535714, '2404247023': -0.69196427,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
2600.0,'2404247020': -0.17857143, '2404247023': -0.6160714,'2404247020': 3, '2404247023': 3,'2404247020': 3, '2404247023': 8,
2625.0,'2404247020': -0.11160714, '2404247023': -1.5535715,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
2650.0,'2404247020': -0.44642857, '2404247023': -2.575893,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 10,
2675.0,'2404247020': -1.0223215, '2404247023': -0.008928572,'2404247020': 3, '2404247023': 1,'2404247020': 8, '2404247023': 1,
