25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.02232143, '2404247023': -0.084821425,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -0.41964287, '2404247023': -0.20535715,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
100.0,'2404247020': -0.9776786, '2404247023': -0.8660714,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 7,
125.0,'2404247020': -0.14285715, '2404247023': -1.7276785,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 9,
150.0,'2404247020': -0.125, '2404247023': -0.10714286,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
175.0,'2404247020': -0.68303573, '2404247023': -0.16071428,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
200.0,'2404247020': -1.3169643, '2404247023': -0.10714286,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
225.0,'2404247020': -0.03125, '2404247023': -0.69196427,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
250.0,'2404247020': -0.05357143, '2404247023': -0.90625,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
275.0,'2404247020': -0.54910713, '2404247023': -0.08035714,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
300.0,'2404247020': -1.2098215, '2404247023': -0.3482143,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
325.0,'2404247020': -1.8794643, '2404247023': -0.79464287,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
350.0,'2404247020': -2.549107, '2404247023': -1.46875,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
375.0,'2404247020': -3.21875, '2404247023': -2.6205356,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 11,
400.0,'2404247020': 0.0, '2404247023': -2.2410715,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 9,
425.0,'2404247020': -0.1875, '2404247023': -1.8973215,'2404247020': 1, '2404247023': 5,'2404247020': 3, '2404247023': 16,
450.0,'2404247020': -0.12053572, '2404247023': -3.40625,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 15,
475.0,'2404247020': -0.48660713, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 16,
500.0,'2404247020': -0.93303573, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 18,
525.0,'2404247020': -1.3928572, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 20,
550.0,'2404247020': -1.9464285, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 5, '2404247023': 13,
575.0,'2404247020': 0.0, '2404247023': -4.0,'2404247020': 0, '2404247023': 7,'2404247020': 0, '2404247023': 17,
600.0,'2404247020': -0.04910714, '2404247023': -4.0,'2404247020': 1, '2404247023': 10,'2404247020': 1, '2404247023': 22,
625.0,'2404247020': -0.21875, '2404247023': -4.0,'2404247020': 1, '2404247023': 12,'2404247020': 2, '2404247023': 26,
650.0,'2404247020': -0.5223214, '2404247023': -4.0,'2404247020': 2, '2404247023': 13,'2404247020': 4, '2404247023': 29,
675.0,'2404247020': -0.96875, '2404247023': -4.0,'2404247020': 2, '2404247023': 15,'2404247020': 4, '2404247023': 33,
700.0,'2404247020': -0.16071428, '2404247023': -4.0,'2404247020': 2, '2404247023': 15,'2404247020': 3, '2404247023': 33,
725.0,'2404247020': -0.12946428, '2404247023': -4.0,'2404247020': 2, '2404247023': 13,'2404247020': 2, '2404247023': 29,
750.0,'2404247020': -0.35267857, '2404247023': -4.0,'2404247020': 2, '2404247023': 14,'2404247020': 2, '2404247023': 27,
775.0,'2404247020': -0.18303572, '2404247023': -4.0,'2404247020': 2, '2404247023': 12,'2404247020': 2, '2404247023': 24,
800.0,'2404247020': -0.4732143, '2404247023': -4.0,'2404247020': 2, '2404247023': 13,'2404247020': 3, '2404247023': 26,
825.0,'2404247020': -1.0803572, '2404247023': -4.0,'2404247020': 4, '2404247023': 14,'2404247020': 7, '2404247023': 28,
850.0,'2404247020': -0.017857144, '2404247023': -4.0,'2404247020': 1, '2404247023': 13,'2404247020': 1, '2404247023': 26,
875.0,'2404247020': -0.3125, '2404247023': -4.0,'2404247020': 2, '2404247023': 11,'2404247020': 4, '2404247023': 23,
900.0,'2404247020': -0.7589286, '2404247023': -4.0,'2404247020': 2, '2404247023': 11,'2404247020': 4, '2404247023': 24,
925.0,'2404247020': -0.03125, '2404247023': -4.0,'2404247020': 1, '2404247023': 10,'2404247020': 1, '2404247023': 22,
950.0,'2404247020': -0.20982143, '2404247023': -4.0,'2404247020': 3, '2404247023': 9,'2404247020': 4, '2404247023': 24,
975.0,'2404247020': -0.72321427, '2404247023': -4.0,'2404247020': 3, '2404247023': 10,'2404247020': 5, '2404247023': 24,
1000.0,'2404247020': -0.2544643, '2404247023': -4.0,'2404247020': 3, '2404247023': 10,'2404247020': 3, '2404247023': 27,
1025.0,'2404247020': -0.82589287, '2404247023': -4.0,'2404247020': 3, '2404247023': 9,'2404247020': 6, '2404247023': 16,
1050.0,'2404247020': -1.7410715, '2404247023': -4.0,'2404247020': 4, '2404247023': 6,'2404247020': 11, '2404247023': 11,
1075.0,'2404247020': -0.16517857, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 8,
1100.0,'2404247020': -0.8125, '2404247023': -3.330357,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
1125.0,'2404247020': -1.4821428, '2404247023': -2.9955356,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1150.0,'2404247020': -0.12946428, '2404247023': -1.1339285,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 7,
