25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
50.0,'2404247020': -0.004464286, '2404247023': -0.08928572,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
75.0,'2404247020': -0.013392857, '2404247023': -0.017857144,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 1,
100.0,'2404247020': -0.10714286, '2404247023': -0.12946428,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
125.0,'2404247020': -0.5, '2404247023': -0.3125,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
150.0,'2404247020': -0.08928572, '2404247023': -0.6473214,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
175.0,'2404247020': -0.4642857, '2404247023': -0.2544643,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 1,
200.0,'2404247020': -0.34375, '2404247023': -0.16517857,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
225.0,'2404247020': -0.45089287, '2404247023': -0.67410713,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 6,
250.0,'2404247020': -0.91964287, '2404247023': -0.5,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 3,
275.0,'2404247020': -1.4776785, '2404247023': -1.1071428,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 8,
300.0,'2404247020': -2.1205356, '2404247023': -0.2544643,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 3,
325.0,'2404247020': -0.21428572, '2404247023': -0.15625,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
350.0,'2404247020': -0.7723214, '2404247023': -0.27232143,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
375.0,'2404247020': -1.3303572, '2404247023': -0.59375,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
400.0,'2404247020': -1.8883928, '2404247023': -1.5357143,'2404247020': 2, '2404247023': 4,'2404247020': 5, '2404247023': 12,
425.0,'2404247020': -2.4464285, '2404247023': -2.5625,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 12,
450.0,'2404247020': -0.14732143, '2404247023': -3.0044644,'2404247020': 1, '2404247023': 4,'2404247020': 3, '2404247023': 13,
475.0,'2404247020': -0.19196428, '2404247023': -2.8169644,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 9,
500.0,'2404247020': -0.62053573, '2404247023': -3.9732144,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 12,
525.0,'2404247020': -1.0848215, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 13,
550.0,'2404247020': -1.6383928, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 13,
575.0,'2404247020': 0.0, '2404247023': -4.0,'2404247020': 0, '2404247023': 5,'2404247020': 0, '2404247023': 16,
600.0,'2404247020': -0.04464286, '2404247023': -4.0,'2404247020': 1, '2404247023': 7,'2404247020': 1, '2404247023': 19,
625.0,'2404247020': -0.25, '2404247023': -4.0,'2404247020': 2, '2404247023': 10,'2404247020': 3, '2404247023': 22,
650.0,'2404247020': -0.6651786, '2404247023': -4.0,'2404247020': 2, '2404247023': 11,'2404247020': 4, '2404247023': 25,
675.0,'2404247020': -0.05357143, '2404247023': -4.0,'2404247020': 1, '2404247023': 10,'2404247020': 2, '2404247023': 21,
700.0,'2404247020': -0.15178572, '2404247023': -4.0,'2404247020': 2, '2404247023': 9,'2404247020': 3, '2404247023': 18,
725.0,'2404247020': 0.0, '2404247023': -4.0,'2404247020': 0, '2404247023': 7,'2404247020': 0, '2404247023': 14,
750.0,'2404247020': -0.10714286, '2404247023': -4.0,'2404247020': 2, '2404247023': 6,'2404247020': 2, '2404247023': 16,
775.0,'2404247020': -0.071428575, '2404247023': -4.0,'2404247020': 1, '2404247023': 5,'2404247020': 1, '2404247023': 13,
800.0,'2404247020': -0.45982143, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 6, '2404247023': 13,
825.0,'2404247020': -0.102678575, '2404247023': -2.299107,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
850.0,'2404247020': -0.66071427, '2404247023': -2.955357,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
875.0,'2404247020': -0.15178572, '2404247023': -3.1473215,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 8,
900.0,'2404247020': -0.084821425, '2404247023': -0.65178573,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
925.0,'2404247020': -0.035714287, '2404247023': -0.375,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
950.0,'2404247020': -0.06696428, '2404247023': -0.33035713,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
975.0,'2404247020': -0.41517857, '2404247023': -0.6339286,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
1000.0,'2404247020': -1.0580357, '2404247023': -0.51785713,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
1025.0,'2404247020': -1.7276785, '2404247023': -1.2008928,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1050.0,'2404247020': -2.3973215, '2404247023': -1.9821428,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1075.0,'2404247020': -0.09821428, '2404247023': -1.4285715,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1100.0,'2404247020': -0.18303572, '2404247023': -2.267857,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
1125.0,'2404247020': -0.64285713, '2404247023': -3.2232144,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 9,
1150.0,'2404247020': -1.5669643, '2404247023': -4.0,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 9,
1175.0,'2404247020': -2.6294644, '2404247023': -4.0,'2404247020': 6, '2404247023': 2,'2404247020': 11, '2404247023': 11,
1200.0,'2404247020': -3.857143, '2404247023': -3.65625,'2404247020': 6, '2404247023': 2,'2404247020': 11, '2404247023': 5,
1225.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 8, '2404247023': 2,'2404247020': 13, '2404247023': 8,
