25.0,'2404247020': 0.0, '2404247023': 0.0,'2404247020': 0, '2404247023': 0,'2404247020': 0, '2404247023': 0,
425.0,'2404247020': -0.71428573, '2404247023': -1.0892857,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
450.0,'2404247020': -0.13392857, '2404247023': -0.03125,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
475.0,'2404247020': -0.15625, '2404247023': -0.16517857,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
500.0,'2404247020': -0.04910714, '2404247023': -0.6026786,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 6,
525.0,'2404247020': -0.09375, '2404247023': -1.125,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
550.0,'2404247020': -0.47767857, '2404247023': -0.91071427,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
575.0,'2404247020': -0.14285715, '2404247023': -0.21428572,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
600.0,'2404247020': -0.65178573, '2404247023': -0.66964287,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
625.0,'2404247020': -1.2633928, '2404247023': -1.1830357,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 9,
650.0,'2404247020': -1.9330357, '2404247023': -2.357143,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 12,
675.0,'2404247020': -0.06696428, '2404247023': -2.6160715,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 11,
700.0,'2404247020': -0.45535713, '2404247023': -1.7366072,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 8,
725.0,'2404247020': -1.2232143, '2404247023': -1.2991072,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
750.0,'2404247020': -2.1339285, '2404247023': -1.8526785,'2404247020': 4, '2404247023': 2,'2404247020': 9, '2404247023': 5,
775.0,'2404247020': -3.3125, '2404247023': -1.3258928,'2404247020': 5, '2404247023': 2,'2404247020': 11, '2404247023': 4,
800.0,'2404247020': -4.0, '2404247023': -1.0044643,'2404247020': 6, '2404247023': 1,'2404247020': 13, '2404247023': 3,
825.0,'2404247020': -0.8660714, '2404247023': -0.035714287,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
850.0,'2404247020': -1.2232143, '2404247023': -0.41517857,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
875.0,'2404247020': -1.875, '2404247023': -0.15625,'2404247020': 4, '2404247023': 1,'2404247020': 8, '2404247023': 2,
900.0,'2404247020': -2.7857144, '2404247023': -0.4732143,'2404247020': 4, '2404247023': 1,'2404247020': 9, '2404247023': 4,
925.0,'2404247020': -0.05357143, '2404247023': -0.62946427,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
950.0,'2404247020': -0.3169643, '2404247023': -0.96428573,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 3,
975.0,'2404247020': -0.83035713, '2404247023': -0.2544643,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1000.0,'2404247020': -1.4732143, '2404247023': -0.5535714,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 4,
1025.0,'2404247020': -2.142857, '2404247023': -0.85714287,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
1050.0,'2404247020': -2.8125, '2404247023': -1.3214285,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 5,
1075.0,'2404247020': -0.16517857, '2404247023': -0.3794643,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1100.0,'2404247020': -0.29910713, '2404247023': -0.9910714,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1125.0,'2404247020': -0.8348214, '2404247023': -0.22767857,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
1150.0,'2404247020': -1.3928572, '2404247023': -0.77678573,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 6,
1175.0,'2404247020': -0.035714287, '2404247023': -1.5401785,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
1200.0,'2404247020': -0.13839285, '2404247023': -2.1785715,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
1225.0,'2404247020': -0.28125, '2404247023': -1.59375,'2404247020': 1, '2404247023': 2,'2404247020': 4, '2404247023': 7,
1250.0,'2404247020': -0.14732143, '2404247023': -1.5491072,'2404247020': 2, '2404247023': 4,'2404247020': 2, '2404247023': 9,
1275.0,'2404247020': -0.40625, '2404247023': -1.6160715,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 9,
1300.0,'2404247020': -0.06696428, '2404247023': -2.5580356,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 10,
1325.0,'2404247020': -0.09821428, '2404247023': -3.4732144,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 11,
1350.0,'2404247020': -0.04464286, '2404247023': -4.0,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 9,
1375.0,'2404247020': -0.26785713, '2404247023': -0.09375,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
1400.0,'2404247020': -0.06696428, '2404247023': -0.29017857,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
1425.0,'2404247020': -0.41517857, '2404247023': -0.56696427,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1450.0,'2404247020': -0.875, '2404247023': -0.86160713,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1475.0,'2404247020': -0.20535715, '2404247023': -0.92410713,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 7,
1500.0,'2404247020': -0.116071425, '2404247023': -1.5625,'2404247020': 2, '2404247023': 4,'2404247020': 3, '2404247023': 8,
1525.0,'2404247020': -0.4955357, '2404247023': -1.03125,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1550.0,'2404247020': -0.09821428, '2404247023': -1.2723215,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1575.0,'2404247020': -0.071428575, '2404247023': -1.4196428,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 3,
1600.0,'2404247020': -0.5, '2404247023': -1.7544643,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
1625.0,'2404247020': -0.09821428, '2404247023': -1.9508928,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1650.0,'2404247020': -0.13392857, '2404247023': -2.2723215,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
1675.0,'2404247020': -0.21428572, '2404247023': -2.5580356,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1700.0,'2404247020': -1.03125, '2404247023': -3.0044644,'2404247020': 6, '2404247023': 2,'2404247020': 9, '2404247023': 4,
1725.0,'2404247020': -1.2901785, '2404247023': -2.8125,'2404247020': 7, '2404247023': 2,'2404247020': 7, '2404247023': 8,
1750.0,'2404247020': -0.008928572, '2404247023': -1.1294643,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 9,
1775.0,'2404247020': -0.11160714, '2404247023': -0.8035714,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1800.0,'2404247020': -0.40625, '2404247023': -0.36160713,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1825.0,'2404247020': 0.0, '2404247023': -0.75446427,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
1850.0,'2404247020': -0.23214285, '2404247023': -1.2410715,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1875.0,'2404247020': -0.75446427, '2404247023': -1.8482143,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
1900.0,'2404247020': -1.4241072, '2404247023': -2.544643,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1925.0,'2404247020': -2.1651785, '2404247023': -2.8705356,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 6,
1950.0,'2404247020': -1.7366072, '2404247023': -2.232143,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 6,
1975.0,'2404247020': -1.2321428, '2404247023': -2.267857,'2404247020': 4, '2404247023': 2,'2404247020': 8, '2404247023': 6,
2000.0,'2404247020': -2.2410715, '2404247023': -0.53125,'2404247020': 5, '2404247023': 2,'2404247020': 11, '2404247023': 4,
2025.0,'2404247020': -1.625, '2404247023': -1.3303572,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 10,
2050.0,'2404247020': -0.22767857, '2404247023': -1.1205357,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2075.0,'2404247020': -0.67410713, '2404247023': -1.9508928,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2100.0,'2404247020': -1.2232143, '2404247023': -2.486607,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2125.0,'2404247020': -1.78125, '2404247023': -3.549107,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 11,
2150.0,'2404247020': -2.3392856, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 14,
2175.0,'2404247020': -2.8973215, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 16,
2200.0,'2404247020': -3.455357, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 19,
2225.0,'2404247020': -0.1875, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 21,
2250.0,'2404247020': -1.1071428, '2404247023': -1.6651785,'2404247020': 3, '2404247023': 2,'2404247020': 11, '2404247023': 8,
2275.0,'2404247020': -0.20982143, '2404247023': -1.3169643,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2300.0,'2404247020': -0.75446427, '2404247023': -1.7633928,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
2325.0,'2404247020': 0.0, '2404247023': -0.09375,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 4,
2350.0,'2404247020': -0.20535715, '2404247023': -0.46875,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2375.0,'2404247020': -0.20089285, '2404247023': -1.1428572,'2404247020': 1, '2404247023': 3,'2404247020': 5, '2404247023': 8,
2400.0,'2404247020': -0.83035713, '2404247023': -2.1205356,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 10,
2425.0,'2404247020': -0.004464286, '2404247023': -2.138393,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
2450.0,'2404247020': -0.2857143, '2404247023': -0.12053572,'2404247020': 3, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2475.0,'2404247020': -0.62053573, '2404247023': -0.3169643,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2500.0,'2404247020': 0.0, '2404247023': -1.0535715,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 7,
2525.0,'2404247020': -0.008928572, '2404247023': -1.6875,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 8,
2550.0,'2404247020': -0.08928572, '2404247023': -2.1607144,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 10,
2575.0,'2404247020': -0.116071425, '2404247023': -1.4776785,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
2600.0,'2404247020': -0.55803573, '2404247023': -1.8303572,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 12,
2625.0,'2404247020': -1.0223215, '2404247023': -3.5,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 17,
2650.0,'2404247020': -1.5803572, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 18,
2675.0,'2404247020': -2.138393, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 22,
2700.0,'2404247020': -0.18303572, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 2, '2404247023': 22,
2725.0,'2404247020': -0.5401786, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 6, '2404247023': 16,
2750.0,'2404247020': -0.2544643, '2404247023': -2.5892856,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 8,
2775.0,'2404247020': -0.9375, '2404247023': -2.8348215,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 6,
2800.0,'2404247020': -1.7276785, '2404247023': -3.5357144,'2404247020': 2, '2404247023': 3,'2404247020': 8, '2404247023': 7,
2825.0,'2404247020': -2.6205356, '2404247023': -4.0,'2404247020': 2, '2404247023': 3,'2404247020': 8, '2404247023': 10,
2850.0,'2404247020': -1.84375, '2404247023': -4.0,'2404247020': 4, '2404247023': 3,'2404247020': 7, '2404247023': 13,
2875.0,'2404247020': -1.1785715, '2404247023': -2.6339285,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 12,
2900.0,'2404247020': -1.1875, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 16,
2925.0,'2404247020': -1.6517857, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 18,
2950.0,'2404247020': -2.2098215, '2404247023': -4.0,'2404247020': 3, '2404247023': 5,'2404247020': 5, '2404247023': 17,
2975.0,'2404247020': -1.75, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 3, '2404247023': 18,
3000.0,'2404247020': -2.200893, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 6, '2404247023': 19,
3025.0,'2404247020': -2.611607, '2404247023': -4.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 21,
3050.0,'2404247020': -3.5401785, '2404247023': -4.0,'2404247020': 5, '2404247023': 6,'2404247020': 11, '2404247023': 21,
3075.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 5, '2404247023': 6,'2404247020': 12, '2404247023': 24,
3100.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 6, '2404247023': 6,'2404247020': 15, '2404247023': 25,
3125.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 8, '2404247023': 8,'2404247020': 17, '2404247023': 28,
3150.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 11, '2404247023': 8,'2404247020': 20, '2404247023': 30,
3175.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 13, '2404247023': 8,'2404247020': 24, '2404247023': 31,
3200.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 15, '2404247023': 9,'2404247020': 26, '2404247023': 32,
3225.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 17, '2404247023': 10,'2404247020': 28, '2404247023': 34,
3250.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 20, '2404247023': 11,'2404247020': 32, '2404247023': 35,
3275.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 21, '2404247023': 11,'2404247020': 31, '2404247023': 36,
3300.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 21, '2404247023': 11,'2404247020': 33, '2404247023': 38,
3325.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 13,'2404247020': 33, '2404247023': 44,
3350.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 13,'2404247020': 33, '2404247023': 45,
3375.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 15,'2404247020': 33, '2404247023': 49,
3400.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 16,'2404247020': 34, '2404247023': 50,
3425.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 16,'2404247020': 37, '2404247023': 52,
3450.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 37, '2404247023': 53,
3475.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 40, '2404247023': 54,
3500.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 41, '2404247023': 55,
3525.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 42, '2404247023': 57,
3550.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 47, '2404247023': 57,
3575.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 50, '2404247023': 58,
3600.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 22, '2404247023': 17,'2404247020': 53, '2404247023': 58,
